order_item_id,order_id,product_id,quantity,unit_price,discount_percent
OITEM001317,ORD002487,PROD0139,2,1626.82,11.6
OITEM001318,ORD000314,PROD0024,1,21549.26,15.2
OITEM001319,ORD001129,PROD0197,3,7693.83,13.4
OITEM001320,ORD001963,PROD0150,1,18142.35,12.9
OITEM001321,ORD001940,PROD0122,1,2078.47,6.6
OITEM001322,ORD000169,PROD0064,1,581.6,7.5
OITEM001323,ORD000169,PROD0121,2,3099.72,18.7
OITEM001324,ORD000169,PROD0116,2,12361.94,6.1
OITEM001325,ORD002838,PROD0154,1,11586.03,2.5
OITEM001326,ORD001943,PROD0066,4,816.98,22.4
OITEM001327,ORD001854,PROD0172,1,1032.53,6.7
OITEM001328,ORD001854,PROD0115,1,6736.76,8.0
OITEM001329,ORD001854,PROD0050,1,4234.51,21.8
OITEM001330,ORD002384,PROD0166,2,105.81,11.6
OITEM001331,ORD002384,PROD0047,3,3078.97,18.8
OITEM001332,ORD003167,PROD0078,1,4722.93,9.9
OITEM001333,ORD003167,PROD0048,1,590.69,16.4
OITEM001334,ORD003167,PROD0118,2,572.58,16.5
OITEM001335,ORD003167,PROD0031,1,5139.69,3.2
OITEM001336,ORD000020,PROD0135,2,3084.08,20.0
OITEM001337,ORD000020,PROD0048,1,600.11,19.6
OITEM001338,ORD000020,PROD0066,2,807.56,13.8
OITEM001339,ORD002848,PROD0133,3,3179.23,7.7
OITEM001340,ORD002848,PROD0063,2,2124.47,25.0
OITEM001341,ORD003152,PROD0085,3,2851.61,18.3
OITEM001342,ORD001878,PROD0066,3,822.65,2.7
OITEM001343,ORD001878,PROD0119,1,1789.28,24.4
OITEM001344,ORD000321,PROD0080,1,5237.95,20.9
OITEM001345,ORD000321,PROD0010,1,12549.11,10.7
OITEM001346,ORD000522,PROD0065,3,3793.5,4.9
OITEM001347,ORD000522,PROD0062,1,1215.09,5.9
OITEM001348,ORD000522,PROD0176,1,1248.57,18.2
OITEM001349,ORD000265,PROD0078,1,5057.93,9.4
OITEM001350,ORD000647,PROD0031,1,5340.48,17.4
OITEM001351,ORD002648,PROD0117,2,3203.54,17.1
OITEM001352,ORD002648,PROD0011,3,15347.48,22.8
OITEM001353,ORD002648,PROD0119,1,1858.61,14.7
OITEM001354,ORD002535,PROD0066,2,753.47,19.0
OITEM001355,ORD002535,PROD0161,4,16202.03,2.9
OITEM001356,ORD002535,PROD0004,4,27205.82,4.4
OITEM001357,ORD001479,PROD0116,1,11893.43,21.3
OITEM001358,ORD001479,PROD0026,2,39155.52,12.4
OITEM001359,ORD001524,PROD0031,1,5297.27,5.3
OITEM001360,ORD000055,PROD0084,2,2136.33,13.7
OITEM001361,ORD000916,PROD0176,3,1166.56,0.0
OITEM001362,ORD003145,PROD0005,1,5845.26,1.8
OITEM001363,ORD003145,PROD0135,1,3025.41,23.1
OITEM001364,ORD003145,PROD0068,1,3376.69,18.1
OITEM001365,ORD001525,PROD0050,3,4499.84,23.1
OITEM001366,ORD002036,PROD0112,1,6194.19,18.8
OITEM001367,ORD000386,PROD0085,2,2730.59,22.9
OITEM001368,ORD002557,PROD0102,1,11593.38,2.4
OITEM001369,ORD002557,PROD0139,1,1492.84,20.6
OITEM001370,ORD002812,PROD0074,3,604.81,16.6
OITEM001371,ORD001062,PROD0031,1,5087.17,7.3
OITEM001372,ORD001207,PROD0024,2,21127.54,15.4
OITEM001373,ORD001207,PROD0032,1,35287.02,9.3
OITEM001374,ORD000371,PROD0052,5,2886.47,16.2
OITEM001375,ORD002238,PROD0121,2,3116.09,6.3
OITEM001376,ORD002238,PROD0011,2,15654.84,10.9
OITEM001377,ORD002238,PROD0200,1,3708.86,8.5
OITEM001378,ORD000758,PROD0150,1,17160.33,9.2
OITEM001379,ORD000758,PROD0095,1,7261.03,3.1
OITEM001380,ORD000758,PROD0048,1,614.21,14.2
OITEM001381,ORD000758,PROD0155,1,11946.78,2.8
OITEM001382,ORD000974,PROD0161,1,16354.63,2.8
OITEM001383,ORD001778,PROD0119,1,1841.0,17.0
OITEM001384,ORD001824,PROD0174,1,396.5,21.7
OITEM001385,ORD001824,PROD0024,2,22462.06,2.1
OITEM001386,ORD002562,PROD0066,1,797.64,1.8
OITEM001387,ORD000919,PROD0066,3,763.3,14.1
OITEM001388,ORD000919,PROD0095,1,7275.89,23.5
OITEM001389,ORD001683,PROD0119,1,1777.98,14.7
OITEM001390,ORD001683,PROD0173,3,171.32,3.7
OITEM001391,ORD001683,PROD0066,1,788.39,16.6
OITEM001392,ORD000232,PROD0171,1,37.22,21.3
OITEM001393,ORD001017,PROD0009,5,18030.99,14.7
OITEM001394,ORD001017,PROD0112,2,6127.25,1.9
OITEM001395,ORD001230,PROD0173,1,164.68,16.3
OITEM001396,ORD001230,PROD0166,1,109.84,22.7
OITEM001397,ORD001230,PROD0066,1,766.49,1.8
OITEM001398,ORD002070,PROD0011,1,15830.29,4.5
OITEM001399,ORD003079,PROD0048,1,605.32,23.3
OITEM001400,ORD003079,PROD0128,1,1028.78,21.4
OITEM001401,ORD001246,PROD0064,3,586.43,1.0
OITEM001402,ORD001246,PROD0078,1,4618.09,5.8
OITEM001403,ORD002529,PROD0051,1,4897.32,23.3
OITEM001404,ORD002286,PROD0048,4,598.99,39.0
OITEM001405,ORD001319,PROD0031,2,5219.09,42.0
OITEM001406,ORD001319,PROD0166,3,112.51,46.8
OITEM001407,ORD001319,PROD0081,1,5056.76,5.7
OITEM001408,ORD001602,PROD0040,1,2827.34,19.7
OITEM001409,ORD001602,PROD0166,1,113.71,23.3
OITEM001410,ORD001602,PROD0066,1,755.67,12.8
OITEM001411,ORD003018,PROD0166,1,108.76,31.5
OITEM001412,ORD001317,PROD0063,1,2124.46,35.6
OITEM001413,ORD000740,PROD0136,1,2910.91,19.4
OITEM001414,ORD000740,PROD0179,3,916.79,39.2
OITEM001415,ORD002040,PROD0116,3,12221.9,30.8
OITEM001416,ORD002040,PROD0024,2,21311.35,21.3
OITEM001417,ORD002095,PROD0111,3,3700.49,5.2
OITEM001418,ORD002095,PROD0072,1,598.1,36.5
OITEM001419,ORD002433,PROD0099,2,952.84,44.2
OITEM001420,ORD002433,PROD0165,2,224.06,28.6
OITEM001421,ORD002433,PROD0047,5,2979.33,19.4
OITEM001422,ORD002489,PROD0116,5,12024.96,30.7
OITEM001423,ORD002489,PROD0119,1,1881.09,30.8
OITEM001424,ORD001549,PROD0135,1,2800.56,26.3
OITEM001425,ORD001549,PROD0171,5,36.45,15.0
OITEM001426,ORD001219,PROD0024,1,21561.55,20.1
OITEM001427,ORD001219,PROD0114,5,14399.93,14.4
OITEM001428,ORD001832,PROD0195,5,7795.28,27.0
OITEM001429,ORD001832,PROD0145,1,10488.38,24.9
OITEM001430,ORD001803,PROD0112,3,6125.32,25.7
OITEM001431,ORD001803,PROD0131,3,2886.9,23.8
OITEM001432,ORD001803,PROD0135,1,3020.35,22.2
OITEM001433,ORD000123,PROD0119,1,1873.46,43.8
OITEM001434,ORD000123,PROD0075,2,2293.08,46.5
OITEM001435,ORD000123,PROD0031,2,5159.69,39.4
OITEM001436,ORD000802,PROD0114,3,14932.89,39.3
OITEM001437,ORD000802,PROD0120,5,3018.92,24.6
OITEM001438,ORD001693,PROD0068,1,3403.84,17.7
OITEM001439,ORD000124,PROD0128,1,1032.74,9.2
OITEM001440,ORD002016,PROD0063,5,2129.88,44.4
OITEM001441,ORD000364,PROD0047,1,3114.82,30.1
OITEM001442,ORD000364,PROD0063,1,2061.36,49.6
OITEM001443,ORD000364,PROD0024,3,22383.91,30.7
OITEM001444,ORD003077,PROD0121,2,3277.22,22.7
OITEM001445,ORD003077,PROD0178,5,1310.97,27.2
OITEM001446,ORD003077,PROD0064,1,569.75,43.4
OITEM001447,ORD002720,PROD0019,3,30243.16,19.8
OITEM001448,ORD002720,PROD0116,3,12120.41,7.1
OITEM001449,ORD000065,PROD0078,1,4694.5,49.9
OITEM001450,ORD002836,PROD0166,1,107.24,42.4
OITEM001451,ORD002836,PROD0174,1,416.44,22.0
OITEM001452,ORD002836,PROD0066,1,793.35,45.0
OITEM001453,ORD003103,PROD0172,2,996.77,46.9
OITEM001454,ORD001825,PROD0024,2,21674.16,47.5
OITEM001455,ORD001825,PROD0048,1,590.76,13.7
OITEM001456,ORD001825,PROD0103,5,13354.54,26.5
OITEM001457,ORD002826,PROD0142,1,3312.48,44.9
OITEM001458,ORD000650,PROD0118,1,555.14,16.4
OITEM001459,ORD000650,PROD0119,1,1747.74,32.1
OITEM001460,ORD000650,PROD0066,1,801.43,24.0
OITEM001461,ORD000650,PROD0087,1,13382.89,49.4
OITEM001462,ORD000883,PROD0121,2,3100.32,43.3
OITEM001463,ORD001512,PROD0200,1,3828.02,43.5
OITEM001464,ORD001512,PROD0064,1,599.64,17.6
OITEM001465,ORD001512,PROD0119,2,1737.46,19.1
OITEM001466,ORD001512,PROD0095,2,7281.45,34.1
OITEM001467,ORD001085,PROD0020,5,19804.9,29.2
OITEM001468,ORD001085,PROD0173,1,171.12,33.4
OITEM001469,ORD001392,PROD0139,5,1522.32,49.8
OITEM001470,ORD001392,PROD0136,4,2898.73,18.0
OITEM001471,ORD001361,PROD0066,1,761.23,24.3
OITEM001472,ORD001361,PROD0187,2,6722.98,10.9
OITEM001473,ORD002253,PROD0192,1,916.11,19.6
OITEM001474,ORD002253,PROD0150,1,17799.79,47.5
OITEM001475,ORD001796,PROD0171,3,36.66,11.8
OITEM001476,ORD002088,PROD0132,2,201.64,30.0
OITEM001477,ORD002596,PROD0173,2,166.8,27.5
OITEM001478,ORD000498,PROD0066,1,796.2,22.6
OITEM001479,ORD000498,PROD0048,2,625.19,7.1
OITEM001480,ORD000098,PROD0082,1,2020.84,7.3
OITEM001481,ORD002544,PROD0133,3,3207.12,46.6
OITEM001482,ORD002544,PROD0028,1,52130.97,40.2
OITEM001483,ORD002544,PROD0005,2,5969.49,35.7
OITEM001484,ORD002544,PROD0132,1,202.82,38.1
OITEM001485,ORD001766,PROD0121,1,3152.77,12.9
OITEM001486,ORD001766,PROD0144,1,1136.47,40.6
OITEM001487,ORD001766,PROD0047,1,3123.8,13.1
OITEM001488,ORD002765,PROD0198,1,3168.5,19.4
OITEM001489,ORD002765,PROD0119,3,1747.36,43.0
OITEM001490,ORD001587,PROD0066,4,771.91,27.6
OITEM001491,ORD000322,PROD0084,1,2212.78,33.6
OITEM001492,ORD000322,PROD0121,1,3275.84,11.7
OITEM001493,ORD000619,PROD0084,4,2267.13,6.6
OITEM001494,ORD002676,PROD0047,1,3031.13,37.8
OITEM001495,ORD002325,PROD0119,4,1871.37,48.1
OITEM001496,ORD002385,PROD0171,2,36.36,47.2
OITEM001497,ORD002385,PROD0054,2,4402.04,38.6
OITEM001498,ORD002385,PROD0047,2,3160.02,48.7
OITEM001499,ORD001641,PROD0066,1,796.23,5.1
OITEM001500,ORD000194,PROD0135,1,2953.16,5.7
OITEM001501,ORD000194,PROD0066,1,797.77,8.6
OITEM001502,ORD002845,PROD0004,5,27997.71,7.6
OITEM001503,ORD002845,PROD0183,1,976.4,43.0
OITEM001504,ORD000479,PROD0063,1,2190.29,5.8
OITEM001505,ORD002186,PROD0121,1,3166.54,7.6
OITEM001506,ORD002618,PROD0135,1,2923.09,14.1
OITEM001507,ORD002618,PROD0083,1,2347.25,28.8
OITEM001508,ORD001184,PROD0024,1,22637.9,6.8
OITEM001509,ORD001184,PROD0119,1,1833.24,5.8
OITEM001510,ORD001184,PROD0114,1,14196.03,32.8
OITEM001511,ORD001184,PROD0113,1,7710.93,26.7
OITEM001512,ORD000451,PROD0191,2,4416.79,40.8
OITEM001513,ORD000451,PROD0020,1,19418.6,44.6
OITEM001514,ORD002381,PROD0058,1,3554.93,34.3
OITEM001515,ORD002381,PROD0047,3,3093.51,30.4
OITEM001516,ORD002381,PROD0112,5,6218.89,32.5
OITEM001517,ORD002425,PROD0066,1,773.62,37.2
OITEM001518,ORD002425,PROD0128,2,1081.0,17.1
OITEM001519,ORD002659,PROD0092,2,5622.22,41.3
OITEM001520,ORD002659,PROD0119,1,1758.92,34.8
OITEM001521,ORD000591,PROD0131,1,2941.19,16.5
OITEM001522,ORD000591,PROD0128,2,1041.67,9.2
OITEM001523,ORD002860,PROD0165,1,223.07,6.0
OITEM001524,ORD002860,PROD0166,1,112.58,49.5
OITEM001525,ORD002860,PROD0172,2,1020.18,16.1
OITEM001526,ORD002860,PROD0081,1,5283.03,42.7
OITEM001527,ORD002438,PROD0130,1,3685.65,26.7
OITEM001528,ORD002244,PROD0133,1,3142.06,30.5
OITEM001529,ORD000989,PROD0068,1,3647.03,8.7
OITEM001530,ORD000148,PROD0084,1,2247.88,40.5
OITEM001531,ORD000116,PROD0087,2,12797.57,48.5
OITEM001532,ORD001192,PROD0195,1,7080.26,22.8
OITEM001533,ORD001192,PROD0066,1,778.26,24.5
OITEM001534,ORD001395,PROD0031,3,5236.89,18.6
OITEM001535,ORD001071,PROD0119,1,1755.16,31.6
OITEM001536,ORD001071,PROD0084,1,2204.92,10.2
OITEM001537,ORD000243,PROD0088,1,4982.76,26.6
OITEM001538,ORD000243,PROD0120,2,3193.73,10.0
OITEM001539,ORD000243,PROD0112,3,6077.74,42.6
OITEM001540,ORD000239,PROD0118,2,562.89,9.9
OITEM001541,ORD000239,PROD0121,2,3396.02,33.4
OITEM001542,ORD002874,PROD0041,2,5297.88,33.5
OITEM001543,ORD002442,PROD0119,1,1858.73,25.3
OITEM001544,ORD001520,PROD0118,5,567.28,7.5
OITEM001545,ORD001520,PROD0121,1,3243.37,12.2
OITEM001546,ORD001942,PROD0040,4,2997.97,20.1
OITEM001547,ORD002377,PROD0116,1,12309.33,39.3
OITEM001548,ORD002377,PROD0156,1,17671.78,45.6
OITEM001549,ORD002936,PROD0114,1,14265.1,13.2
OITEM001550,ORD002936,PROD0119,2,1873.53,9.8
OITEM001551,ORD002936,PROD0200,2,3987.0,43.3
OITEM001552,ORD001247,PROD0112,1,6404.87,35.0
OITEM001553,ORD001732,PROD0068,1,3454.44,21.4
OITEM001554,ORD001732,PROD0166,3,108.15,34.4
OITEM001555,ORD001732,PROD0042,2,5198.77,7.4
OITEM001556,ORD001362,PROD0121,3,3292.17,23.1
OITEM001557,ORD001378,PROD0128,2,1047.96,32.1
OITEM001558,ORD001378,PROD0183,1,1016.59,28.5
OITEM001559,ORD002091,PROD0114,1,14168.01,30.8
OITEM001560,ORD003105,PROD0047,1,2977.07,47.8
OITEM001561,ORD003100,PROD0156,1,17941.62,30.8
OITEM001562,ORD003100,PROD0084,2,2236.49,30.5
OITEM001563,ORD001819,PROD0035,1,24073.17,9.3
OITEM001564,ORD002006,PROD0112,1,6485.44,20.7
OITEM001565,ORD002206,PROD0121,1,3244.1,48.9
OITEM001566,ORD002206,PROD0065,1,3844.24,11.3
OITEM001567,ORD002206,PROD0166,1,107.55,5.9
OITEM001568,ORD000035,PROD0176,1,1260.38,30.4
OITEM001569,ORD001404,PROD0050,2,4177.76,11.6
OITEM001570,ORD000507,PROD0121,4,3287.71,37.3
OITEM001571,ORD000507,PROD0052,2,2734.02,19.0
OITEM001572,ORD000507,PROD0040,2,3008.13,32.6
OITEM001573,ORD001393,PROD0119,1,1773.65,22.8
OITEM001574,ORD001565,PROD0120,1,2985.15,31.0
OITEM001575,ORD001565,PROD0026,1,38530.83,37.3
OITEM001576,ORD001565,PROD0166,3,107.45,12.9
OITEM001577,ORD001565,PROD0063,2,2174.45,35.7
OITEM001578,ORD002063,PROD0128,1,1116.61,11.7
OITEM001579,ORD002063,PROD0025,2,23966.69,8.4
OITEM001580,ORD002748,PROD0191,1,4328.22,27.2
OITEM001581,ORD002748,PROD0119,4,1877.19,46.7
OITEM001582,ORD002748,PROD0108,1,14908.95,18.4
OITEM001583,ORD000873,PROD0066,2,782.85,39.3
OITEM001584,ORD000315,PROD0156,3,16466.08,29.0
OITEM001585,ORD000315,PROD0011,1,15949.45,16.5
OITEM001586,ORD001402,PROD0166,1,109.46,42.5
OITEM001587,ORD001402,PROD0172,1,1006.42,45.7
OITEM001588,ORD001715,PROD0172,1,1036.99,40.8
OITEM001589,ORD001715,PROD0050,3,4247.15,32.5
OITEM001590,ORD001715,PROD0114,1,14111.39,35.7
OITEM001591,ORD002623,PROD0084,1,2242.64,7.8
OITEM001592,ORD002623,PROD0169,1,428.69,28.8
OITEM001593,ORD002695,PROD0050,2,4500.11,43.5
OITEM001594,ORD002695,PROD0115,2,7194.47,37.6
OITEM001595,ORD002695,PROD0059,1,3744.72,34.2
OITEM001596,ORD000241,PROD0084,1,2223.87,27.4
OITEM001597,ORD000241,PROD0066,2,792.37,21.3
OITEM001598,ORD000241,PROD0075,3,2351.95,48.0
OITEM001599,ORD001410,PROD0018,1,21614.12,11.6
OITEM001600,ORD001410,PROD0190,1,4878.2,7.1
OITEM001601,ORD001659,PROD0116,3,12508.78,48.5
OITEM001602,ORD001659,PROD0130,4,3766.98,37.5
OITEM001603,ORD001659,PROD0165,2,206.34,35.9
OITEM001604,ORD000801,PROD0068,1,3476.07,28.5
OITEM001605,ORD000801,PROD0119,1,1859.4,28.7
OITEM001606,ORD000801,PROD0004,1,27127.61,28.0
OITEM001607,ORD000090,PROD0119,1,1717.73,29.7
OITEM001608,ORD001786,PROD0011,2,16361.5,10.9
OITEM001609,ORD001786,PROD0119,2,1818.86,6.7
OITEM001610,ORD002685,PROD0171,2,39.19,35.5
OITEM001611,ORD002685,PROD0166,2,112.81,19.7
OITEM001612,ORD002685,PROD0165,3,212.93,5.8
OITEM001613,ORD001563,PROD0183,2,1016.14,6.5
OITEM001614,ORD001563,PROD0131,1,3070.28,25.1
OITEM001615,ORD002491,PROD0063,1,2100.17,33.5
OITEM001616,ORD000135,PROD0066,4,806.32,5.7
OITEM001617,ORD000135,PROD0050,1,4541.05,33.0
OITEM001618,ORD000135,PROD0128,1,1034.61,15.2
OITEM001619,ORD000238,PROD0112,2,6476.38,31.6
OITEM001620,ORD002903,PROD0084,1,2251.8,15.4
OITEM001621,ORD002903,PROD0190,1,5114.91,5.3
OITEM001622,ORD000607,PROD0131,4,2932.05,43.8
OITEM001623,ORD000607,PROD0125,1,2734.27,25.2
OITEM001624,ORD000607,PROD0024,2,21508.9,48.5
OITEM001625,ORD002458,PROD0024,1,22691.26,47.9
OITEM001626,ORD002472,PROD0176,1,1159.43,25.3
OITEM001627,ORD002472,PROD0048,4,604.22,42.0
OITEM001628,ORD001795,PROD0042,1,5350.65,46.6
OITEM001629,ORD001795,PROD0133,1,3119.28,7.8
OITEM001630,ORD001919,PROD0119,1,1719.32,25.4
OITEM001631,ORD001919,PROD0066,1,772.78,44.4
OITEM001632,ORD001919,PROD0043,2,1139.93,6.6
OITEM001633,ORD002942,PROD0105,1,11662.21,44.2
OITEM001634,ORD002134,PROD0024,5,22137.01,49.0
OITEM001635,ORD002134,PROD0066,1,790.54,14.1
OITEM001636,ORD002134,PROD0183,4,1006.04,32.4
OITEM001637,ORD002134,PROD0026,2,39380.45,34.8
OITEM001638,ORD002328,PROD0128,1,1105.0,18.3
OITEM001639,ORD002328,PROD0116,2,12521.43,47.2
OITEM001640,ORD002328,PROD0056,2,5133.06,16.0
OITEM001641,ORD002050,PROD0029,4,2396.63,43.3
OITEM001642,ORD002050,PROD0122,1,1955.37,18.3
OITEM001643,ORD002050,PROD0145,3,10061.43,48.5
OITEM001644,ORD000355,PROD0102,1,11487.47,22.0
OITEM001645,ORD001177,PROD0116,2,12350.35,11.2
OITEM001646,ORD000319,PROD0128,3,1121.18,24.7
OITEM001647,ORD000319,PROD0166,4,108.16,37.2
OITEM001648,ORD000319,PROD0095,3,7294.54,32.4
OITEM001649,ORD001053,PROD0065,1,3852.23,9.2
OITEM001650,ORD000695,PROD0133,1,3161.45,6.0
OITEM001651,ORD000695,PROD0064,1,592.72,43.4
OITEM001652,ORD002782,PROD0125,1,2778.77,43.2
OITEM001653,ORD002782,PROD0066,3,791.51,9.7
OITEM001654,ORD002782,PROD0113,5,7685.77,31.4
OITEM001655,ORD000081,PROD0114,1,14876.37,30.8
OITEM001656,ORD000081,PROD0050,4,4417.24,28.7
OITEM001657,ORD002177,PROD0119,1,1728.54,6.4
OITEM001658,ORD001695,PROD0026,2,40020.16,8.5
OITEM001659,ORD001695,PROD0099,2,959.25,45.3
OITEM001660,ORD002528,PROD0155,1,12079.05,48.1
OITEM001661,ORD002645,PROD0166,2,110.06,19.5
OITEM001662,ORD002645,PROD0067,1,2147.64,11.5
OITEM001663,ORD002199,PROD0133,1,3361.03,33.9
OITEM001664,ORD000756,PROD0171,3,38.51,40.7
OITEM001665,ORD000405,PROD0116,1,12714.12,35.7
OITEM001666,ORD002714,PROD0066,1,771.52,6.6
OITEM001667,ORD002714,PROD0166,3,113.09,33.5
OITEM001668,ORD002714,PROD0173,1,165.13,38.9
OITEM001669,ORD002714,PROD0135,4,3013.34,37.9
OITEM001670,ORD001293,PROD0135,2,3065.08,22.9
OITEM001671,ORD001293,PROD0121,1,3111.06,29.5
OITEM001672,ORD001293,PROD0084,1,2188.11,28.7
OITEM001673,ORD001478,PROD0150,2,17741.72,11.6
OITEM001674,ORD003186,PROD0081,3,5352.8,15.0
OITEM001675,ORD000789,PROD0060,2,4147.23,36.5
OITEM001676,ORD000789,PROD0195,2,7652.7,36.5
OITEM001677,ORD001179,PROD0119,1,1844.17,21.7
OITEM001678,ORD001179,PROD0121,1,3131.78,25.5
OITEM001679,ORD001179,PROD0166,2,114.9,40.4
OITEM001680,ORD001179,PROD0128,3,1060.79,32.7
OITEM001681,ORD000074,PROD0066,2,803.45,46.2
OITEM001682,ORD000074,PROD0118,5,588.9,35.0
OITEM001683,ORD001079,PROD0165,1,204.91,5.2
OITEM001684,ORD001079,PROD0064,1,588.71,19.1
OITEM001685,ORD001079,PROD0085,3,2829.31,48.9
OITEM001686,ORD001079,PROD0058,1,3466.65,18.7
OITEM001687,ORD002004,PROD0050,5,4346.37,5.0
OITEM001688,ORD002127,PROD0047,1,3096.23,25.6
OITEM001689,ORD001345,PROD0079,1,5079.26,9.4
OITEM001690,ORD000357,PROD0119,1,1780.83,28.6
OITEM001691,ORD000357,PROD0132,1,206.47,38.3
OITEM001692,ORD000357,PROD0084,2,2312.76,11.5
OITEM001693,ORD001876,PROD0025,1,23503.02,43.8
OITEM001694,ORD001876,PROD0129,1,3279.42,6.4
OITEM001695,ORD001891,PROD0173,1,175.5,30.6
OITEM001696,ORD001891,PROD0119,1,1855.92,9.1
OITEM001697,ORD003037,PROD0119,3,1849.27,34.9
OITEM001698,ORD003037,PROD0133,1,3135.04,39.9
OITEM001699,ORD002195,PROD0024,2,21836.21,5.4
OITEM001700,ORD002195,PROD0116,3,12495.01,48.4
OITEM001701,ORD002195,PROD0066,2,767.5,24.2
OITEM001702,ORD002195,PROD0051,2,4967.53,40.2
OITEM001703,ORD001672,PROD0190,2,5215.34,39.2
OITEM001704,ORD002540,PROD0135,3,2913.23,13.0
OITEM001705,ORD001495,PROD0118,1,556.1,27.2
OITEM001706,ORD000940,PROD0114,1,14425.03,38.6
OITEM001707,ORD000940,PROD0068,1,3401.46,22.1
OITEM001708,ORD000940,PROD0061,1,1273.3,40.7
OITEM001709,ORD000816,PROD0112,1,6357.97,37.3
OITEM001710,ORD000304,PROD0095,3,6815.56,30.2
OITEM001711,ORD000304,PROD0155,3,12135.9,41.8
OITEM001712,ORD002960,PROD0135,1,2960.55,9.0
OITEM001713,ORD002960,PROD0087,1,13376.66,12.6
OITEM001714,ORD002174,PROD0001,3,21676.95,27.8
OITEM001715,ORD002174,PROD0064,2,576.59,27.4
OITEM001716,ORD002174,PROD0119,3,1821.74,23.1
OITEM001717,ORD002778,PROD0002,1,36891.07,27.7
OITEM001718,ORD001874,PROD0118,2,553.3,32.5
OITEM001719,ORD001874,PROD0063,4,2044.89,14.0
OITEM001720,ORD001874,PROD0142,1,3407.48,16.9
OITEM001721,ORD002717,PROD0004,2,28604.65,40.7
OITEM001722,ORD002561,PROD0092,1,5833.67,36.4
OITEM001723,ORD001241,PROD0031,2,5463.85,12.0
OITEM001724,ORD001241,PROD0140,1,362.78,17.6
OITEM001725,ORD000370,PROD0152,2,9186.75,15.2
OITEM001726,ORD001359,PROD0047,5,3099.25,34.3
OITEM001727,ORD001359,PROD0147,1,1696.14,19.6
OITEM001728,ORD001359,PROD0185,2,7341.73,17.1
OITEM001729,ORD000142,PROD0068,2,3444.29,39.0
OITEM001730,ORD000142,PROD0105,1,11703.85,20.8
OITEM001731,ORD000142,PROD0184,2,1128.93,26.4
OITEM001732,ORD003089,PROD0054,3,4716.37,23.4
OITEM001733,ORD003089,PROD0135,1,3088.56,33.7
OITEM001734,ORD003089,PROD0166,5,105.75,36.7
OITEM001735,ORD001947,PROD0024,2,22423.07,18.1
OITEM001736,ORD001947,PROD0135,1,2943.55,26.2
OITEM001737,ORD001153,PROD0066,1,766.07,8.4
OITEM001738,ORD003165,PROD0116,1,12667.2,18.3
OITEM001739,ORD003165,PROD0078,1,5054.37,6.0
OITEM001740,ORD003165,PROD0121,1,3131.9,49.5
OITEM001741,ORD000602,PROD0173,2,175.91,6.5
OITEM001742,ORD000449,PROD0108,2,15128.44,24.7
OITEM001743,ORD000594,PROD0116,1,11825.94,11.3
OITEM001744,ORD000594,PROD0128,1,1080.05,24.0
OITEM001745,ORD000594,PROD0168,1,714.69,29.3
OITEM001746,ORD000594,PROD0035,1,22864.88,28.7
OITEM001747,ORD002698,PROD0075,1,2353.11,25.9
OITEM001748,ORD002698,PROD0024,1,22062.41,5.9
OITEM001749,ORD002698,PROD0035,1,24976.91,40.0
OITEM001750,ORD002698,PROD0063,1,2077.81,22.5
OITEM001751,ORD000573,PROD0006,3,20026.95,36.1
OITEM001752,ORD003166,PROD0119,2,1872.88,11.7
OITEM001753,ORD001598,PROD0066,4,820.61,46.8
OITEM001754,ORD001598,PROD0095,4,6650.79,7.4
OITEM001755,ORD001598,PROD0114,1,14216.99,26.6
OITEM001756,ORD001826,PROD0105,1,11727.39,46.4
OITEM001757,ORD001826,PROD0173,2,160.51,35.7
OITEM001758,ORD000036,PROD0128,1,1116.73,23.0
OITEM001759,ORD000036,PROD0047,1,2901.71,35.1
OITEM001760,ORD000606,PROD0133,2,3246.49,23.4
OITEM001761,ORD000606,PROD0116,1,12565.84,30.0
OITEM001762,ORD000606,PROD0173,4,171.32,44.8
OITEM001763,ORD000606,PROD0104,2,11707.35,22.7
OITEM001764,ORD001254,PROD0171,1,39.76,43.3
OITEM001765,ORD001254,PROD0173,1,175.11,28.3
OITEM001766,ORD003084,PROD0119,3,1840.75,27.2
OITEM001767,ORD003084,PROD0199,1,7921.02,23.5
OITEM001768,ORD003084,PROD0095,1,6720.65,38.0
OITEM001769,ORD000737,PROD0063,5,2155.01,33.8
OITEM001770,ORD000737,PROD0068,2,3576.83,9.0
OITEM001771,ORD000737,PROD0040,2,2930.88,34.8
OITEM001772,ORD001746,PROD0142,2,3407.59,9.9
OITEM001773,ORD001746,PROD0140,3,369.88,6.2
OITEM001774,ORD001746,PROD0173,1,160.17,37.9
OITEM001775,ORD001409,PROD0068,1,3617.55,16.9
OITEM001776,ORD001409,PROD0031,2,5427.31,21.3
OITEM001777,ORD001130,PROD0064,1,560.46,40.2
OITEM001778,ORD001130,PROD0147,1,1781.75,10.2
OITEM001779,ORD000927,PROD0139,1,1506.34,5.8
OITEM001780,ORD000927,PROD0066,1,784.23,26.4
OITEM001781,ORD000927,PROD0123,1,3122.94,7.0
OITEM001782,ORD000553,PROD0135,2,2907.96,21.6
OITEM001783,ORD001156,PROD0119,1,1883.41,6.5
OITEM001784,ORD002625,PROD0180,1,558.06,34.0
OITEM001785,ORD002625,PROD0197,2,7843.35,44.3
