"customer_id;""recency"";""frequency"";""monetary"";""recency_score"";""frequency_score"";""monetary_score"";""rfm_score"";""customer_segment"""
"CUST00148;34;13;197798.87;4;5;5;""455"";""Loyal Customers"""
"CUST00101;14;12;198815.12;5;5;5;""555"";""Champions"""
"CUST00218;162;8;200810.47;2;4;5;""245"";""At Risk"""
"CUST00001;27;5;202435.32;5;4;5;""545"";""Loyal Customers"""
"CUST00428;1;13;203408.01;5;5;5;""555"";""Champions"""
"CUST00030;26;6;204466.61;5;4;5;""545"";""Loyal Customers"""
"CUST00347;17;8;209516.76;5;4;5;""545"";""Loyal Customers"""
"CUST00213;119;7;209657.78;2;4;5;""245"";""At Risk"""
"CUST00146;32;10;214483.5;4;5;5;""455"";""Loyal Customers"""
"CUST00246;5;13;215672.04;5;5;5;""555"";""Champions"""
"CUST00008;60;12;217725.8;3;5;5;""355"";""Lost Customers"""
"CUST00052;37;14;219986.55;4;5;5;""455"";""Loyal Customers"""
"CUST00259;19;8;223071.77;5;4;5;""545"";""Loyal Customers"""
"CUST00231;155;4;223898.14;2;3;5;""235"";""At Risk"""
"CUST00476;134;9;224853.88;2;4;5;""245"";""At Risk"""
"CUST00249;90;13;225327.0;3;5;5;""355"";""Lost Customers"""
"CUST00096;24;4;225872.96;5;3;5;""535"";""Potential Loyalists"""
"CUST00095;22;14;227309.51;5;5;5;""555"";""Champions"""
"CUST00301;5;16;235130.19;5;5;5;""555"";""Champions"""
"CUST00055;28;19;241805.31;5;5;5;""555"";""Champions"""
"CUST00260;19;13;250233.15;5;5;5;""555"";""Champions"""
"CUST00021;16;14;256115.02;5;5;5;""555"";""Champions"""
"CUST00485;229;10;269649.05;1;5;5;""155"";""At Risk"""
"CUST00287;57;9;270055.19;4;5;5;""455"";""Loyal Customers"""
"CUST00195;47;13;279727.63;4;5;5;""455"";""Loyal Customers"""
"CUST00113;30;16;285809.78;4;5;5;""455"";""Loyal Customers"""
"CUST00017;61;19;291457.97;3;5;5;""355"";""Lost Customers"""
"CUST00438;60;4;293008.36;3;3;5;""335"";""Lost Customers"""
"CUST00329;37;12;303416.22;4;5;5;""455"";""Loyal Customers"""
"CUST00273;30;16;314412.92;4;5;5;""455"";""Loyal Customers"""
"CUST00189;31;19;317124.34;4;5;5;""455"";""Loyal Customers"""
"CUST00351;41;13;322745.05;4;5;5;""455"";""Loyal Customers"""
"CUST00217;105;13;341814.39;3;5;5;""355"";""Lost Customers"""
"CUST00045;22;17;356861.26;5;5;5;""555"";""Champions"""
"CUST00080;13;14;371455.01;5;5;5;""555"";""Champions"""
"CUST00199;8;16;372682.74;5;5;5;""555"";""Champions"""
"CUST00331;12;19;399277.63;5;5;5;""555"";""Champions"""
"CUST00494;21;22;432745.44;5;5;5;""555"";""Champions"""
"CUST00243;66;7;486029.77;3;4;5;""345"";""Lost Customers"""
"CUST00138;20;24;580561.2;5;5;5;""555"";""Champions"""
