order_id,customer_id,order_date,order_status,shipping_city,shipping_state,region
ORD003153,CUST00253,2024-09-04 09:59:00,Returned,Lucknow,Uttar Pradesh,North
ORD001239,CUST00029,2024-09-04 11:31:00,Delivered,Noida,Uttar Pradesh,North
ORD000835,CUST00128,2024-09-04 11:40:00,Delivered,Kolkata,West Bengal,East
ORD001708,CUST00180,2024-09-04 13:58:00,Returned,Kochi,Kerala,South
ORD000079,CUST00306,2024-09-04 14:39:00,Delivered,Chennai,Tamil Nadu,South
ORD001974,CUST00221,2024-09-04 15:20:00,Delivered,Mysuru,Karnataka,South
ORD000121,CUST00039,2024-09-04 20:05:00,Delivered,Gurugram,Haryana,North
ORD000939,CUST00447,2024-09-04 20:44:00,Returned,Kochi,Kerala,South
ORD001946,CUST00494,2024-09-05 09:21:00,Delivered,Indore,Madhya Pradesh,Central
ORD001805,CUST00356,2024-09-05 10:55:00,Pending,Bhubaneswar,Odisha,East
ORD003040,CUST00129,2024-09-05 16:43:00,Pending,Surat,Gujarat,West
ORD002620,CUST00017,2024-09-05 16:58:00,Delivered,Coimbatore,Tamil Nadu,South
ORD002465,CUST00351,2024-09-05 20:41:00,Delivered,Coimbatore,Tamil Nadu,South
ORD003126,CUST00441,2024-09-06 08:18:00,Delivered,Chandigarh,Punjab,North
ORD000724,CUST00087,2024-09-06 11:43:00,Cancelled,Pune,Maharashtra,West
ORD000568,CUST00427,2024-09-06 16:52:00,Pending,Surat,Gujarat,West
ORD000231,CUST00129,2024-09-06 18:19:00,Cancelled,Kochi,Kerala,South
ORD000105,CUST00444,2024-09-06 21:52:00,Delivered,Pune,Maharashtra,West
ORD002789,CUST00254,2024-09-07 10:43:00,Pending,Jaipur,Rajasthan,North
ORD002951,CUST00120,2024-09-07 11:26:00,Delivered,Coimbatore,Tamil Nadu,South
ORD001105,CUST00054,2024-09-07 13:25:00,Delivered,Ahmedabad,Gujarat,West
ORD001702,CUST00444,2024-09-07 13:35:00,Delivered,Pune,Maharashtra,West
ORD002993,CUST00354,2024-09-07 14:26:00,Delivered,Noida,Uttar Pradesh,North
ORD001150,CUST00441,2024-09-07 15:24:00,Delivered,Chandigarh,Punjab,North
ORD001007,CUST00260,2024-09-07 16:45:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD001449,CUST00231,2024-09-07 17:11:00,Delivered,Patna,Bihar,East
ORD002583,CUST00249,2024-09-07 21:07:00,Cancelled,Thiruvananthapuram,Kerala,South
ORD000892,CUST00021,2024-09-07 21:44:00,Delivered,Gurugram,Haryana,North
ORD001015,CUST00052,2024-09-08 08:39:00,Pending,Kochi,Kerala,South
ORD000089,CUST00126,2024-09-08 12:08:00,Delivered,Gurugram,Haryana,North
ORD001336,CUST00331,2024-09-08 16:43:00,Delivered,Lucknow,Uttar Pradesh,North
ORD001117,CUST00464,2024-09-08 16:44:00,Delivered,Mysuru,Karnataka,South
ORD001933,CUST00467,2024-09-09 11:29:00,Returned,Pune,Maharashtra,West
ORD000006,CUST00428,2024-09-09 17:38:00,Delivered,Mumbai,Maharashtra,West
ORD001645,CUST00351,2024-09-09 21:03:00,Cancelled,Coimbatore,Tamil Nadu,South
ORD003184,CUST00445,2024-09-09 21:54:00,Delivered,Patna,Bihar,East
ORD001104,CUST00494,2024-09-10 10:55:00,Returned,Indore,Madhya Pradesh,Central
ORD001603,CUST00420,2024-09-10 15:05:00,Delivered,Delhi,Delhi,North
ORD000681,CUST00360,2024-09-10 17:33:00,Delivered,Patna,Bihar,East
ORD001993,CUST00113,2024-09-10 19:26:00,Delivered,Mumbai,Maharashtra,West
ORD002277,CUST00496,2024-09-10 19:41:00,Delivered,Ahmedabad,Gujarat,West
ORD000773,CUST00497,2024-09-10 21:10:00,Returned,Surat,Gujarat,West
ORD000324,CUST00026,2024-09-11 08:53:00,Delivered,Ahmedabad,Gujarat,West
ORD002198,CUST00449,2024-09-11 09:18:00,Delivered,Noida,Uttar Pradesh,North
ORD001444,CUST00283,2024-09-11 09:52:00,Returned,Bengaluru,Karnataka,South
ORD001951,CUST00019,2024-09-11 11:34:00,Delivered,Mumbai,Maharashtra,West
ORD001595,CUST00287,2024-09-11 11:45:00,Delivered,Nagpur,Maharashtra,West
ORD003110,CUST00355,2024-09-11 14:39:00,Delivered,Chandigarh,Punjab,North
ORD002839,CUST00148,2024-09-11 18:46:00,Returned,Ahmedabad,Gujarat,West
ORD002419,CUST00406,2024-09-11 21:48:00,Delivered,Pune,Maharashtra,West
ORD000276,CUST00249,2024-09-12 09:23:00,Cancelled,Thiruvananthapuram,Kerala,South
ORD001432,CUST00113,2024-09-12 09:27:00,Cancelled,Mumbai,Maharashtra,West
ORD001477,CUST00338,2024-09-12 10:19:00,Returned,Chennai,Tamil Nadu,South
ORD002974,CUST00362,2024-09-12 11:24:00,Returned,Nagpur,Maharashtra,West
ORD003117,CUST00175,2024-09-12 13:41:00,Delivered,Nagpur,Maharashtra,West
ORD000422,CUST00004,2024-09-12 19:15:00,Delivered,Thiruvananthapuram,Kerala,South
ORD001351,CUST00456,2024-09-12 21:35:00,Delivered,Chandigarh,Punjab,North
ORD001242,CUST00113,2024-09-13 08:02:00,Delivered,Lucknow,Uttar Pradesh,North
ORD002887,CUST00052,2024-09-13 09:51:00,Returned,Kochi,Kerala,South
ORD002797,CUST00239,2024-09-13 14:29:00,Delivered,Hyderabad,Telangana,South
ORD000807,CUST00247,2024-09-13 14:53:00,Delivered,Bengaluru,Karnataka,South
ORD002513,CUST00059,2024-09-13 14:57:00,Pending,Mumbai,Maharashtra,West
ORD002785,CUST00353,2024-09-13 18:24:00,Delivered,Delhi,Delhi,North
ORD000444,CUST00494,2024-09-14 09:31:00,Delivered,Indore,Madhya Pradesh,Central
ORD002147,CUST00277,2024-09-14 10:12:00,Delivered,Noida,Uttar Pradesh,North
ORD003196,CUST00484,2024-09-14 10:40:00,Pending,Coimbatore,Tamil Nadu,South
ORD001009,CUST00228,2024-09-14 14:02:00,Pending,Kochi,Kerala,South
ORD002145,CUST00094,2024-09-14 14:41:00,Delivered,Kolkata,West Bengal,East
ORD002619,CUST00351,2024-09-14 17:09:00,Delivered,Coimbatore,Tamil Nadu,South
ORD002914,CUST00439,2024-09-14 21:41:00,Delivered,Hyderabad,Telangana,South
ORD002591,CUST00329,2024-09-14 22:57:00,Delivered,Chennai,Tamil Nadu,South
ORD000215,CUST00005,2024-09-15 14:31:00,Delivered,Mumbai,Maharashtra,West
ORD001237,CUST00217,2024-09-15 15:47:00,Delivered,Pune,Maharashtra,West
ORD001747,CUST00189,2024-09-15 20:10:00,Delivered,Guwahati,Assam,East
ORD001243,CUST00347,2024-09-15 20:46:00,Delivered,Nagpur,Maharashtra,West
ORD000242,CUST00344,2024-09-16 09:12:00,Cancelled,Hyderabad,Telangana,South
ORD002373,CUST00261,2024-09-16 09:42:00,Delivered,Chennai,Tamil Nadu,South
ORD000179,CUST00112,2024-09-16 11:03:00,Delivered,Guwahati,Assam,East
ORD000363,CUST00105,2024-09-16 13:45:00,Delivered,Thiruvananthapuram,Kerala,South
ORD000585,CUST00369,2024-09-16 20:47:00,Returned,Pune,Maharashtra,West
ORD000819,CUST00121,2024-09-17 08:31:00,Delivered,Chennai,Tamil Nadu,South
ORD000717,CUST00292,2024-09-17 09:51:00,Delivered,Hyderabad,Telangana,South
ORD001463,CUST00383,2024-09-17 10:25:00,Delivered,Pune,Maharashtra,West
ORD002821,CUST00370,2024-09-17 16:16:00,Returned,Mumbai,Maharashtra,West
ORD000893,CUST00195,2024-09-17 16:35:00,Returned,Pune,Maharashtra,West
ORD002699,CUST00007,2024-09-17 20:37:00,Delivered,Ahmedabad,Gujarat,West
ORD002983,CUST00109,2024-09-17 20:49:00,Delivered,Delhi,Delhi,North
ORD001749,CUST00012,2024-09-18 10:57:00,Returned,Hyderabad,Telangana,South
ORD002753,CUST00446,2024-09-18 12:42:00,Delivered,Jaipur,Rajasthan,North
ORD000176,CUST00045,2024-09-18 14:37:00,Returned,Bengaluru,Karnataka,South
ORD000463,CUST00418,2024-09-18 15:17:00,Delivered,Mumbai,Maharashtra,West
ORD003095,CUST00187,2024-09-18 17:54:00,Delivered,Gurugram,Haryana,North
ORD003007,CUST00400,2024-09-18 18:28:00,Pending,Surat,Gujarat,West
ORD002382,CUST00010,2024-09-19 09:34:00,Returned,Gurugram,Haryana,North
ORD000022,CUST00490,2024-09-19 16:57:00,Delivered,Bengaluru,Karnataka,South
ORD000535,CUST00396,2024-09-19 21:28:00,Delivered,Surat,Gujarat,West
ORD001759,CUST00069,2024-09-20 11:56:00,Delivered,Pune,Maharashtra,West
ORD002209,CUST00188,2024-09-20 15:09:00,Returned,Thiruvananthapuram,Kerala,South
ORD002923,CUST00179,2024-09-21 09:01:00,Delivered,Hyderabad,Telangana,South
ORD000721,CUST00249,2024-09-21 15:43:00,Delivered,Thiruvananthapuram,Kerala,South
ORD000990,CUST00218,2024-09-21 15:52:00,Delivered,Bengaluru,Karnataka,South
ORD002487,CUST00408,2024-09-21 19:00:00,Delivered,Thiruvananthapuram,Kerala,South
ORD000314,CUST00101,2024-09-22 08:13:00,Delivered,Chennai,Tamil Nadu,South
ORD001129,CUST00367,2024-09-22 15:12:00,Delivered,Mysuru,Karnataka,South
ORD001963,CUST00055,2024-09-22 15:45:00,Delivered,Kochi,Kerala,South
ORD001940,CUST00196,2024-09-23 08:12:00,Delivered,Bengaluru,Karnataka,South
ORD000169,CUST00344,2024-09-23 08:16:00,Delivered,Nagpur,Maharashtra,West
ORD002838,CUST00428,2024-09-23 09:11:00,Cancelled,Mumbai,Maharashtra,West
ORD001943,CUST00021,2024-09-23 11:01:00,Delivered,Gurugram,Haryana,North
ORD001854,CUST00203,2024-09-23 12:15:00,Cancelled,Pune,Maharashtra,West
ORD002384,CUST00201,2024-09-23 19:09:00,Delivered,Pune,Maharashtra,West
ORD003167,CUST00355,2024-09-23 20:42:00,Delivered,Chandigarh,Punjab,North
ORD000020,CUST00138,2024-09-23 21:24:00,Delivered,Bengaluru,Karnataka,South
ORD002848,CUST00492,2024-09-23 21:46:00,Delivered,Ahmedabad,Gujarat,West
ORD003152,CUST00189,2024-09-24 08:50:00,Delivered,Guwahati,Assam,East
ORD001878,CUST00492,2024-09-24 09:08:00,Delivered,Ahmedabad,Gujarat,West
ORD000321,CUST00138,2024-09-24 10:48:00,Cancelled,Bengaluru,Karnataka,South
ORD000522,CUST00055,2024-09-24 11:13:00,Returned,Kochi,Kerala,South
ORD000265,CUST00321,2024-09-24 17:20:00,Pending,Kochi,Kerala,South
ORD000647,CUST00260,2024-09-25 10:11:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD002648,CUST00055,2024-09-25 12:29:00,Pending,Kochi,Kerala,South
ORD002535,CUST00437,2024-09-25 12:48:00,Delivered,Mysuru,Karnataka,South
ORD001479,CUST00189,2024-09-25 20:31:00,Delivered,Guwahati,Assam,East
ORD001524,CUST00388,2024-09-25 21:47:00,Delivered,Pune,Maharashtra,West
ORD000055,CUST00203,2024-09-26 11:32:00,Pending,Pune,Maharashtra,West
ORD000916,CUST00187,2024-09-26 12:05:00,Delivered,Gurugram,Haryana,North
ORD003145,CUST00499,2024-09-26 18:12:00,Delivered,Pune,Maharashtra,West
ORD001525,CUST00311,2024-09-26 18:34:00,Returned,Nagpur,Maharashtra,West
ORD002036,CUST00018,2024-09-27 09:48:00,Delivered,Jaipur,Rajasthan,North
ORD000386,CUST00210,2024-09-27 12:41:00,Cancelled,Chandigarh,Punjab,North
ORD002557,CUST00135,2024-09-27 15:13:00,Delivered,Delhi,Delhi,North
ORD002812,CUST00146,2024-09-27 22:43:00,Returned,Guwahati,Assam,East
ORD001062,CUST00294,2024-09-27 22:50:00,Delivered,Chandigarh,Punjab,North
ORD001207,CUST00399,2024-09-28 10:57:00,Delivered,Chennai,Tamil Nadu,South
ORD000371,CUST00100,2024-09-28 11:54:00,Delivered,Hyderabad,Telangana,South
ORD002238,CUST00133,2024-09-28 14:31:00,Delivered,Mysuru,Karnataka,South
ORD000758,CUST00497,2024-09-29 10:26:00,Delivered,Surat,Gujarat,West
ORD000974,CUST00293,2024-09-29 11:14:00,Cancelled,Lucknow,Uttar Pradesh,North
ORD001778,CUST00483,2024-09-29 11:52:00,Pending,Lucknow,Uttar Pradesh,North
ORD001824,CUST00084,2024-09-29 12:49:00,Delivered,Thiruvananthapuram,Kerala,South
ORD002562,CUST00064,2024-09-29 16:13:00,Cancelled,Coimbatore,Tamil Nadu,South
ORD000919,CUST00140,2024-09-29 18:36:00,Delivered,Pune,Maharashtra,West
ORD001683,CUST00218,2024-09-29 19:43:00,Delivered,Bengaluru,Karnataka,South
ORD000232,CUST00143,2024-09-30 08:13:00,Delivered,Kochi,Kerala,South
ORD001017,CUST00494,2024-09-30 08:38:00,Delivered,Indore,Madhya Pradesh,Central
ORD001230,CUST00494,2024-09-30 12:25:00,Delivered,Indore,Madhya Pradesh,Central
ORD002070,CUST00126,2024-09-30 12:41:00,Returned,Gurugram,Haryana,North
ORD003079,CUST00147,2024-09-30 13:34:00,Delivered,Lucknow,Uttar Pradesh,North
ORD001246,CUST00395,2024-09-30 17:14:00,Delivered,Pune,Maharashtra,West
ORD002529,CUST00356,2024-09-30 21:19:00,Delivered,Bhubaneswar,Odisha,East
ORD002286,CUST00182,2024-10-01 09:24:00,Delivered,Hyderabad,Telangana,South
ORD001319,CUST00441,2024-10-01 09:24:00,Cancelled,Chandigarh,Punjab,North
ORD001602,CUST00070,2024-10-01 11:23:00,Returned,Delhi,Delhi,North
ORD003018,CUST00480,2024-10-01 13:48:00,Delivered,Delhi,Delhi,North
ORD001317,CUST00406,2024-10-01 14:11:00,Delivered,Pune,Maharashtra,West
ORD000740,CUST00247,2024-10-01 15:11:00,Pending,Bengaluru,Karnataka,South
ORD002040,CUST00013,2024-10-01 19:29:00,Delivered,Surat,Gujarat,West
ORD002095,CUST00477,2024-10-01 19:46:00,Delivered,Jaipur,Rajasthan,North
ORD002433,CUST00002,2024-10-01 20:05:00,Delivered,Mysuru,Karnataka,South
ORD002489,CUST00312,2024-10-01 20:11:00,Delivered,Mysuru,Karnataka,South
ORD001549,CUST00122,2024-10-01 20:20:00,Delivered,Raipur,Chhattisgarh,Central
ORD001219,CUST00485,2024-10-02 09:02:00,Delivered,Noida,Uttar Pradesh,North
ORD001832,CUST00397,2024-10-02 09:17:00,Delivered,Mumbai,Maharashtra,West
ORD001803,CUST00376,2024-10-02 10:48:00,Delivered,Ahmedabad,Gujarat,West
ORD000123,CUST00007,2024-10-02 15:20:00,Returned,Surat,Gujarat,West
ORD000802,CUST00095,2024-10-02 15:48:00,Delivered,Mumbai,Maharashtra,West
ORD001693,CUST00013,2024-10-02 17:15:00,Delivered,Surat,Gujarat,West
ORD000124,CUST00129,2024-10-02 20:54:00,Pending,Kochi,Kerala,South
ORD002016,CUST00396,2024-10-02 21:13:00,Delivered,Surat,Gujarat,West
ORD000364,CUST00440,2024-10-02 21:29:00,Delivered,Surat,Gujarat,West
ORD003077,CUST00306,2024-10-02 22:22:00,Pending,Chennai,Tamil Nadu,South
ORD002720,CUST00145,2024-10-03 08:30:00,Cancelled,Mumbai,Maharashtra,West
ORD000065,CUST00394,2024-10-03 08:51:00,Cancelled,Lucknow,Uttar Pradesh,North
ORD002836,CUST00095,2024-10-03 13:32:00,Delivered,Mumbai,Maharashtra,West
ORD003103,CUST00056,2024-10-03 13:48:00,Delivered,Thiruvananthapuram,Kerala,South
ORD001825,CUST00195,2024-10-03 14:43:00,Delivered,Gurugram,Haryana,North
ORD002826,CUST00367,2024-10-03 15:30:00,Delivered,Mysuru,Karnataka,South
ORD000650,CUST00340,2024-10-03 15:43:00,Delivered,Kochi,Kerala,South
ORD000883,CUST00494,2024-10-03 15:59:00,Delivered,Indore,Madhya Pradesh,Central
ORD001512,CUST00303,2024-10-03 16:13:00,Delivered,Indore,Madhya Pradesh,Central
ORD001085,CUST00260,2024-10-03 16:20:00,Pending,Bhopal,Madhya Pradesh,Central
ORD001392,CUST00363,2024-10-03 16:29:00,Cancelled,Bhubaneswar,Odisha,East
ORD001361,CUST00273,2024-10-03 16:45:00,Delivered,Thiruvananthapuram,Kerala,South
ORD002253,CUST00385,2024-10-03 16:53:00,Returned,Surat,Gujarat,West
ORD001796,CUST00051,2024-10-03 17:26:00,Delivered,Patna,Bihar,East
ORD002088,CUST00086,2024-10-03 17:28:00,Pending,Bengaluru,Karnataka,South
ORD002596,CUST00430,2024-10-03 20:02:00,Cancelled,Chennai,Tamil Nadu,South
ORD000498,CUST00456,2024-10-03 20:42:00,Delivered,Thiruvananthapuram,Kerala,South
ORD000098,CUST00487,2024-10-03 20:49:00,Delivered,Raipur,Chhattisgarh,Central
ORD002544,CUST00146,2024-10-03 21:06:00,Delivered,Guwahati,Assam,East
ORD001766,CUST00029,2024-10-03 21:49:00,Delivered,Delhi,Delhi,North
ORD002765,CUST00340,2024-10-03 22:33:00,Delivered,Kochi,Kerala,South
ORD001587,CUST00172,2024-10-04 08:59:00,Delivered,Kolkata,West Bengal,East
ORD000322,CUST00053,2024-10-04 09:42:00,Delivered,Kochi,Kerala,South
ORD000619,CUST00161,2024-10-04 09:46:00,Delivered,Chennai,Tamil Nadu,South
ORD002676,CUST00277,2024-10-04 10:38:00,Delivered,Noida,Uttar Pradesh,North
ORD002325,CUST00443,2024-10-04 14:13:00,Delivered,Nagpur,Maharashtra,West
ORD002385,CUST00246,2024-10-04 14:35:00,Cancelled,Coimbatore,Tamil Nadu,South
ORD001641,CUST00321,2024-10-04 15:40:00,Delivered,Kochi,Kerala,South
ORD000194,CUST00340,2024-10-04 16:00:00,Delivered,Kochi,Kerala,South
ORD002845,CUST00080,2024-10-04 16:16:00,Delivered,Ahmedabad,Gujarat,West
ORD000479,CUST00172,2024-10-04 18:43:00,Cancelled,Kolkata,West Bengal,East
ORD002186,CUST00208,2024-10-04 18:44:00,Delivered,Mysuru,Karnataka,South
ORD002618,CUST00388,2024-10-05 08:27:00,Delivered,Pune,Maharashtra,West
ORD001184,CUST00244,2024-10-05 09:03:00,Delivered,Coimbatore,Tamil Nadu,South
ORD000451,CUST00494,2024-10-05 10:05:00,Pending,Indore,Madhya Pradesh,Central
ORD002381,CUST00428,2024-10-05 11:45:00,Delivered,Mumbai,Maharashtra,West
ORD002425,CUST00232,2024-10-05 12:10:00,Delivered,Thiruvananthapuram,Kerala,South
ORD002659,CUST00427,2024-10-05 12:37:00,Delivered,Surat,Gujarat,West
ORD000591,CUST00032,2024-10-05 14:50:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD002860,CUST00376,2024-10-05 15:28:00,Cancelled,Ahmedabad,Gujarat,West
ORD002438,CUST00473,2024-10-05 15:52:00,Delivered,Bhubaneswar,Odisha,East
ORD002244,CUST00311,2024-10-05 18:42:00,Delivered,Nagpur,Maharashtra,West
ORD000989,CUST00020,2024-10-05 20:02:00,Delivered,Kolkata,West Bengal,East
ORD000148,CUST00322,2024-10-05 20:52:00,Pending,Guwahati,Assam,East
ORD000116,CUST00202,2024-10-05 21:08:00,Delivered,Kochi,Kerala,South
ORD001192,CUST00007,2024-10-05 21:27:00,Returned,Ahmedabad,Gujarat,West
ORD001395,CUST00354,2024-10-05 21:52:00,Delivered,Noida,Uttar Pradesh,North
ORD001071,CUST00423,2024-10-06 08:49:00,Delivered,Mumbai,Maharashtra,West
ORD000243,CUST00287,2024-10-06 10:05:00,Delivered,Nagpur,Maharashtra,West
ORD000239,CUST00343,2024-10-06 10:12:00,Delivered,Delhi,Delhi,North
ORD002874,CUST00177,2024-10-06 11:03:00,Returned,Hyderabad,Telangana,South
ORD002442,CUST00150,2024-10-06 12:06:00,Delivered,Coimbatore,Tamil Nadu,South
ORD001520,CUST00039,2024-10-06 12:39:00,Delivered,Gurugram,Haryana,North
ORD001942,CUST00315,2024-10-06 13:54:00,Delivered,Noida,Uttar Pradesh,North
ORD002377,CUST00111,2024-10-06 18:17:00,Delivered,Bhubaneswar,Odisha,East
ORD002936,CUST00428,2024-10-06 20:03:00,Delivered,Mumbai,Maharashtra,West
ORD001247,CUST00144,2024-10-07 10:31:00,Cancelled,Bengaluru,Karnataka,South
ORD001732,CUST00479,2024-10-07 10:46:00,Delivered,Noida,Uttar Pradesh,North
ORD001362,CUST00456,2024-10-07 13:09:00,Delivered,Chandigarh,Punjab,North
ORD001378,CUST00303,2024-10-07 14:12:00,Delivered,Indore,Madhya Pradesh,Central
ORD002091,CUST00080,2024-10-07 14:41:00,Delivered,Ahmedabad,Gujarat,West
ORD003105,CUST00159,2024-10-07 14:49:00,Delivered,Ahmedabad,Gujarat,West
ORD003100,CUST00044,2024-10-07 16:17:00,Delivered,Mysuru,Karnataka,South
ORD001819,CUST00448,2024-10-07 17:02:00,Delivered,Coimbatore,Tamil Nadu,South
ORD002006,CUST00416,2024-10-07 17:28:00,Returned,Chandigarh,Punjab,North
ORD002206,CUST00202,2024-10-07 17:37:00,Delivered,Kochi,Kerala,South
ORD000035,CUST00018,2024-10-07 18:31:00,Returned,Jaipur,Rajasthan,North
ORD001404,CUST00102,2024-10-07 18:43:00,Delivered,Mysuru,Karnataka,South
ORD000507,CUST00386,2024-10-07 18:53:00,Cancelled,Ahmedabad,Gujarat,West
ORD001393,CUST00027,2024-10-07 22:08:00,Delivered,Lucknow,Uttar Pradesh,North
ORD001565,CUST00495,2024-10-07 22:52:00,Pending,Coimbatore,Tamil Nadu,South
ORD002063,CUST00447,2024-10-08 08:26:00,Delivered,Kochi,Kerala,South
ORD002748,CUST00134,2024-10-08 08:36:00,Cancelled,Mumbai,Maharashtra,West
ORD000873,CUST00305,2024-10-08 08:46:00,Delivered,Ahmedabad,Gujarat,West
ORD000315,CUST00220,2024-10-08 09:30:00,Delivered,Coimbatore,Tamil Nadu,South
ORD001402,CUST00455,2024-10-08 09:38:00,Pending,Delhi,Delhi,North
ORD001715,CUST00378,2024-10-08 10:11:00,Delivered,Noida,Uttar Pradesh,North
ORD002623,CUST00227,2024-10-08 10:15:00,Cancelled,Gurugram,Haryana,North
ORD002695,CUST00451,2024-10-08 12:04:00,Delivered,Ahmedabad,Gujarat,West
ORD000241,CUST00146,2024-10-08 12:58:00,Delivered,Ahmedabad,Gujarat,West
ORD001410,CUST00044,2024-10-08 13:03:00,Delivered,Mysuru,Karnataka,South
ORD001659,CUST00330,2024-10-08 14:05:00,Delivered,Bengaluru,Karnataka,South
ORD000801,CUST00085,2024-10-08 15:34:00,Delivered,Kochi,Kerala,South
ORD000090,CUST00228,2024-10-08 15:39:00,Delivered,Kochi,Kerala,South
ORD001786,CUST00458,2024-10-08 15:46:00,Delivered,Mysuru,Karnataka,South
ORD002685,CUST00191,2024-10-08 17:03:00,Delivered,Gurugram,Haryana,North
ORD001563,CUST00260,2024-10-08 21:15:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD002491,CUST00044,2024-10-08 22:29:00,Delivered,Mysuru,Karnataka,South
ORD000135,CUST00255,2024-10-08 22:41:00,Delivered,Bengaluru,Karnataka,South
ORD000238,CUST00394,2024-10-09 08:53:00,Pending,Lucknow,Uttar Pradesh,North
ORD002903,CUST00044,2024-10-09 09:37:00,Delivered,Mysuru,Karnataka,South
ORD000607,CUST00002,2024-10-09 09:57:00,Delivered,Mysuru,Karnataka,South
ORD002458,CUST00014,2024-10-09 10:20:00,Delivered,Bengaluru,Karnataka,South
ORD002472,CUST00051,2024-10-09 10:58:00,Delivered,Surat,Gujarat,West
ORD001795,CUST00370,2024-10-09 15:01:00,Delivered,Mumbai,Maharashtra,West
ORD001919,CUST00303,2024-10-09 16:41:00,Pending,Indore,Madhya Pradesh,Central
ORD002942,CUST00288,2024-10-09 18:17:00,Delivered,Thiruvananthapuram,Kerala,South
ORD002134,CUST00199,2024-10-09 22:05:00,Delivered,Chennai,Tamil Nadu,South
ORD002328,CUST00154,2024-10-10 08:39:00,Delivered,Delhi,Delhi,North
ORD002050,CUST00029,2024-10-10 08:43:00,Delivered,Delhi,Delhi,North
ORD000355,CUST00088,2024-10-10 09:12:00,Delivered,Thiruvananthapuram,Kerala,South
ORD001177,CUST00212,2024-10-10 11:31:00,Delivered,Nagpur,Maharashtra,West
ORD000319,CUST00204,2024-10-10 15:02:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD001053,CUST00203,2024-10-10 17:01:00,Delivered,Pune,Maharashtra,West
ORD000695,CUST00386,2024-10-10 18:45:00,Delivered,Ahmedabad,Gujarat,West
ORD002782,CUST00198,2024-10-10 19:12:00,Delivered,Nagpur,Maharashtra,West
ORD000081,CUST00045,2024-10-10 21:43:00,Cancelled,Bengaluru,Karnataka,South
ORD002177,CUST00253,2024-10-10 22:59:00,Delivered,Lucknow,Uttar Pradesh,North
ORD001695,CUST00367,2024-10-11 08:06:00,Returned,Mysuru,Karnataka,South
ORD002528,CUST00189,2024-10-11 09:51:00,Delivered,Guwahati,Assam,East
ORD002645,CUST00144,2024-10-11 10:14:00,Delivered,Delhi,Delhi,North
ORD002199,CUST00109,2024-10-11 13:47:00,Returned,Delhi,Delhi,North
ORD000756,CUST00029,2024-10-11 14:12:00,Delivered,Delhi,Delhi,North
ORD000405,CUST00129,2024-10-11 15:03:00,Returned,Kochi,Kerala,South
ORD002714,CUST00140,2024-10-11 15:55:00,Returned,Pune,Maharashtra,West
ORD001293,CUST00126,2024-10-11 18:22:00,Delivered,Gurugram,Haryana,North
ORD001478,CUST00113,2024-10-11 20:04:00,Cancelled,Mumbai,Maharashtra,West
ORD003186,CUST00443,2024-10-11 21:34:00,Delivered,Nagpur,Maharashtra,West
ORD000789,CUST00239,2024-10-12 10:08:00,Delivered,Hyderabad,Telangana,South
ORD001179,CUST00279,2024-10-12 10:38:00,Delivered,Chandigarh,Punjab,North
ORD000074,CUST00387,2024-10-12 12:48:00,Cancelled,Mysuru,Karnataka,South
ORD001079,CUST00346,2024-10-12 12:59:00,Delivered,Thiruvananthapuram,Kerala,South
ORD002004,CUST00329,2024-10-12 14:13:00,Delivered,Mysuru,Karnataka,South
ORD002127,CUST00260,2024-10-12 15:02:00,Delivered,Bhopal,Madhya Pradesh,Central
ORD001345,CUST00427,2024-10-12 15:22:00,Delivered,Surat,Gujarat,West
ORD000357,CUST00408,2024-10-12 16:55:00,Delivered,Thiruvananthapuram,Kerala,South
ORD001876,CUST00074,2024-10-12 17:43:00,Cancelled,Hyderabad,Telangana,South
ORD001891,CUST00220,2024-10-12 19:14:00,Cancelled,Coimbatore,Tamil Nadu,South
ORD003037,CUST00129,2024-10-12 20:05:00,Pending,Kochi,Kerala,South
ORD002195,CUST00329,2024-10-12 22:45:00,Pending,Chennai,Tamil Nadu,South
ORD001672,CUST00217,2024-10-13 08:05:00,Delivered,Pune,Maharashtra,West
ORD002540,CUST00255,2024-10-13 13:05:00,Cancelled,Bengaluru,Karnataka,South
ORD001495,CUST00426,2024-10-13 13:22:00,Pending,Bengaluru,Karnataka,South
ORD000940,CUST00133,2024-10-13 15:41:00,Delivered,Lucknow,Uttar Pradesh,North
ORD000816,CUST00353,2024-10-13 16:01:00,Delivered,Delhi,Delhi,North
ORD000304,CUST00363,2024-10-13 17:57:00,Delivered,Bhubaneswar,Odisha,East
ORD002960,CUST00279,2024-10-13 19:16:00,Delivered,Noida,Uttar Pradesh,North
ORD002174,CUST00493,2024-10-13 19:20:00,Cancelled,Pune,Maharashtra,West
ORD002778,CUST00189,2024-10-13 21:00:00,Delivered,Guwahati,Assam,East
ORD001874,CUST00500,2024-10-13 21:17:00,Returned,Thiruvananthapuram,Kerala,South
ORD002717,CUST00456,2024-10-13 21:36:00,Cancelled,Chandigarh,Punjab,North
ORD002561,CUST00497,2024-10-13 21:45:00,Delivered,Surat,Gujarat,West
