cart_id,customer_id,product_id,cart_date,cart_status,quantity
CART000964,CUST00423,PROD0166,2024-10-23 17:16:00,Purchased,1
CART000965,CUST00310,PROD0024,2025-07-30 19:54:00,Purchased,1
CART000966,CUST00169,PROD0172,2024-07-21 06:15:00,Abandoned,1
CART000967,CUST00338,PROD0074,2025-05-06 14:09:00,Purchased,1
CART000968,CUST00173,PROD0054,2025-04-21 21:13:00,Abandoned,1
CART000969,CUST00216,PROD0160,2025-07-17 10:29:00,Active,2
CART000970,CUST00199,PROD0119,2025-03-22 12:11:00,Purchased,2
CART000971,CUST00447,PROD0173,2025-06-02 11:11:00,Abandoned,1
CART000972,CUST00370,PROD0156,2025-07-01 10:30:00,Purchased,3
CART000973,CUST00244,PROD0121,2024-06-04 09:48:00,Purchased,1
CART000974,CUST00224,PROD0183,2025-07-11 20:53:00,Abandoned,2
CART000975,CUST00022,PROD0078,2025-03-25 21:27:00,Abandoned,1
CART000976,CUST00113,PROD0166,2024-07-26 09:31:00,Purchased,1
CART000977,CUST00279,PROD0178,2025-06-12 19:10:00,Purchased,3
CART000978,CUST00370,PROD0087,2025-07-31 15:10:00,Abandoned,1
CART000979,CUST00158,PROD0095,2025-06-03 23:23:00,Purchased,2
CART000980,CUST00161,PROD0096,2025-07-10 15:17:00,Abandoned,1
CART000981,CUST00387,PROD0095,2024-11-06 18:36:00,Abandoned,1
CART000982,CUST00195,PROD0135,2025-07-23 13:02:00,Abandoned,1
CART000983,CUST00412,PROD0133,2024-10-25 11:06:00,Abandoned,1
CART000984,CUST00329,PROD0009,2024-11-12 06:13:00,Abandoned,3
CART000985,CUST00309,PROD0066,2024-10-03 11:11:00,Purchased,1
CART000986,CUST00185,PROD0047,2024-07-29 11:47:00,Abandoned,1
CART000987,CUST00293,PROD0035,2024-06-20 23:00:00,Purchased,1
CART000988,CUST00128,PROD0047,2025-01-04 14:11:00,Active,1
CART000989,CUST00146,PROD0165,2024-12-19 18:17:00,Abandoned,1
CART000990,CUST00137,PROD0190,2025-08-18 08:03:00,Abandoned,1
CART000991,CUST00078,PROD0112,2024-12-08 23:01:00,Purchased,1
CART000992,CUST00250,PROD0053,2024-07-20 20:29:00,Active,1
CART000993,CUST00468,PROD0034,2025-03-31 06:58:00,Purchased,1
CART000994,CUST00136,PROD0166,2024-11-28 08:25:00,Purchased,1
CART000995,CUST00207,PROD0025,2025-01-26 20:56:00,Active,1
CART000996,CUST00036,PROD0119,2024-06-05 07:56:00,Abandoned,1
CART000997,CUST00385,PROD0014,2025-02-24 06:02:00,Abandoned,3
CART000998,CUST00080,PROD0084,2025-01-18 12:13:00,Purchased,1
CART000999,CUST00301,PROD0079,2024-08-05 19:53:00,Abandoned,1
CART001000,CUST00367,PROD0058,2025-06-18 11:16:00,Abandoned,2
CART001001,CUST00019,PROD0048,2024-10-14 18:36:00,Purchased,1
CART001002,CUST00399,PROD0024,2024-10-02 09:55:00,Abandoned,1
CART001003,CUST00086,PROD0118,2024-12-07 11:36:00,Abandoned,1
CART001004,CUST00246,PROD0068,2024-10-28 20:27:00,Abandoned,1
CART001005,CUST00256,PROD0092,2024-09-02 23:00:00,Abandoned,1
CART001006,CUST00066,PROD0018,2024-11-21 13:36:00,Purchased,1
CART001007,CUST00195,PROD0066,2025-01-03 18:48:00,Abandoned,2
CART001008,CUST00228,PROD0024,2024-06-08 14:03:00,Purchased,1
CART001009,CUST00198,PROD0019,2024-10-24 17:39:00,Active,2
CART001010,CUST00038,PROD0179,2025-06-22 23:20:00,Purchased,2
CART001011,CUST00432,PROD0025,2024-08-06 13:47:00,Abandoned,1
CART001012,CUST00049,PROD0066,2025-06-10 13:08:00,Abandoned,1
CART001013,CUST00116,PROD0128,2024-07-12 11:48:00,Abandoned,1
CART001014,CUST00137,PROD0166,2024-12-24 11:34:00,Purchased,1
CART001015,CUST00053,PROD0173,2024-10-22 11:57:00,Abandoned,2
CART001016,CUST00483,PROD0112,2024-12-20 09:52:00,Abandoned,1
CART001017,CUST00176,PROD0166,2024-07-29 13:22:00,Abandoned,2
CART001018,CUST00329,PROD0084,2025-01-06 07:19:00,Active,1
CART001019,CUST00104,PROD0064,2024-11-09 19:03:00,Purchased,2
CART001020,CUST00167,PROD0114,2024-08-13 19:45:00,Abandoned,2
CART001021,CUST00270,PROD0088,2025-07-31 20:25:00,Abandoned,2
CART001022,CUST00323,PROD0173,2025-01-14 16:52:00,Purchased,2
CART001023,CUST00189,PROD0027,2025-08-28 20:55:00,Purchased,1
CART001024,CUST00120,PROD0042,2024-10-27 23:41:00,Abandoned,1
CART001025,CUST00291,PROD0200,2024-06-23 17:13:00,Abandoned,2
CART001026,CUST00053,PROD0005,2025-02-19 21:16:00,Abandoned,2
CART001027,CUST00084,PROD0066,2024-08-17 17:01:00,Abandoned,2
CART001028,CUST00129,PROD0093,2025-07-08 06:32:00,Abandoned,1
CART001029,CUST00468,PROD0173,2024-11-30 19:19:00,Purchased,1
CART001030,CUST00110,PROD0197,2024-10-10 19:47:00,Abandoned,2
CART001031,CUST00143,PROD0066,2024-07-15 17:48:00,Abandoned,1
CART001032,CUST00117,PROD0035,2024-09-21 06:10:00,Purchased,1
CART001033,CUST00243,PROD0075,2024-07-03 23:00:00,Active,1
CART001034,CUST00388,PROD0119,2025-08-16 09:36:00,Purchased,1
CART001035,CUST00406,PROD0112,2024-12-27 07:10:00,Purchased,1
CART001036,CUST00146,PROD0066,2025-02-15 08:57:00,Abandoned,1
CART001037,CUST00283,PROD0133,2024-11-01 15:56:00,Abandoned,1
CART001038,CUST00103,PROD0026,2024-07-09 07:17:00,Abandoned,1
CART001039,CUST00008,PROD0063,2024-10-18 23:36:00,Purchased,3
CART001040,CUST00497,PROD0047,2024-09-13 13:11:00,Purchased,1
CART001041,CUST00064,PROD0112,2024-11-13 17:12:00,Abandoned,1
CART001042,CUST00406,PROD0165,2025-08-24 12:11:00,Purchased,1
CART001043,CUST00447,PROD0116,2025-01-25 11:15:00,Abandoned,2
CART001044,CUST00474,PROD0133,2024-10-29 08:02:00,Purchased,1
CART001045,CUST00295,PROD0165,2025-03-02 17:57:00,Abandoned,1
CART001046,CUST00195,PROD0021,2025-07-21 16:22:00,Purchased,1
CART001047,CUST00279,PROD0166,2024-11-18 09:39:00,Active,2
CART001048,CUST00396,PROD0024,2024-11-16 13:21:00,Abandoned,1
CART001049,CUST00197,PROD0118,2025-01-26 16:50:00,Active,1
CART001050,CUST00189,PROD0011,2024-08-05 07:14:00,Abandoned,1
CART001051,CUST00277,PROD0035,2025-04-30 22:52:00,Abandoned,1
CART001052,CUST00458,PROD0075,2024-08-05 23:18:00,Active,2
CART001053,CUST00276,PROD0075,2024-11-01 12:39:00,Purchased,1
CART001054,CUST00152,PROD0011,2024-12-18 13:12:00,Purchased,2
CART001055,CUST00393,PROD0011,2025-07-03 15:54:00,Abandoned,1
CART001056,CUST00092,PROD0135,2024-10-23 18:58:00,Purchased,1
CART001057,CUST00073,PROD0111,2024-07-11 19:08:00,Purchased,2
CART001058,CUST00221,PROD0095,2024-06-01 23:01:00,Abandoned,2
CART001059,CUST00234,PROD0088,2025-05-04 23:41:00,Purchased,1
CART001060,CUST00167,PROD0119,2024-11-29 09:08:00,Abandoned,1
CART001061,CUST00138,PROD0066,2025-08-27 14:05:00,Purchased,1
CART001062,CUST00100,PROD0163,2024-11-18 07:28:00,Active,1
CART001063,CUST00261,PROD0119,2025-01-24 16:48:00,Abandoned,1
CART001064,CUST00405,PROD0047,2024-10-14 18:20:00,Abandoned,1
CART001065,CUST00379,PROD0119,2025-04-30 10:03:00,Purchased,1
CART001066,CUST00045,PROD0066,2024-12-20 10:15:00,Abandoned,1
CART001067,CUST00100,PROD0166,2025-04-26 18:12:00,Purchased,1
CART001068,CUST00377,PROD0121,2024-06-02 21:29:00,Abandoned,1
CART001069,CUST00136,PROD0050,2024-10-03 17:17:00,Purchased,3
CART001070,CUST00230,PROD0166,2024-09-13 08:58:00,Purchased,1
CART001071,CUST00447,PROD0112,2025-07-08 18:11:00,Abandoned,1
CART001072,CUST00457,PROD0084,2024-08-09 14:41:00,Purchased,1
CART001073,CUST00394,PROD0020,2025-08-24 12:57:00,Abandoned,1
CART001074,CUST00146,PROD0037,2024-11-11 16:39:00,Purchased,1
CART001075,CUST00237,PROD0141,2025-03-04 10:11:00,Abandoned,1
CART001076,CUST00051,PROD0183,2024-10-08 20:04:00,Active,1
CART001077,CUST00316,PROD0136,2025-08-22 13:06:00,Abandoned,3
CART001078,CUST00456,PROD0087,2024-08-16 17:14:00,Active,1
CART001079,CUST00008,PROD0047,2024-06-01 18:08:00,Abandoned,1
CART001080,CUST00225,PROD0076,2024-11-04 14:30:00,Abandoned,2
CART001081,CUST00331,PROD0174,2024-11-25 10:42:00,Abandoned,1
CART001082,CUST00051,PROD0128,2025-06-15 18:16:00,Abandoned,1
CART001083,CUST00443,PROD0114,2024-08-02 09:57:00,Purchased,1
CART001084,CUST00247,PROD0011,2024-11-12 06:56:00,Abandoned,2
CART001085,CUST00267,PROD0064,2025-07-23 19:07:00,Abandoned,1
CART001086,CUST00121,PROD0067,2025-07-08 13:01:00,Purchased,1
CART001087,CUST00335,PROD0192,2025-05-17 11:42:00,Active,1
CART001088,CUST00388,PROD0135,2024-09-24 23:57:00,Abandoned,1
CART001089,CUST00351,PROD0058,2024-09-10 16:55:00,Purchased,2
CART001090,CUST00443,PROD0024,2024-11-25 14:03:00,Purchased,1
CART001091,CUST00331,PROD0200,2025-03-17 11:45:00,Purchased,1
CART001092,CUST00495,PROD0024,2024-07-02 08:22:00,Active,1
CART001093,CUST00161,PROD0029,2024-10-18 13:55:00,Abandoned,1
CART001094,CUST00443,PROD0029,2025-01-04 17:00:00,Abandoned,1
CART001095,CUST00329,PROD0118,2025-07-22 09:17:00,Purchased,1
CART001096,CUST00221,PROD0047,2025-01-03 10:06:00,Abandoned,2
CART001097,CUST00456,PROD0078,2025-06-02 09:19:00,Abandoned,1
CART001098,CUST00004,PROD0166,2024-07-22 07:33:00,Abandoned,1
CART001099,CUST00160,PROD0070,2024-07-04 21:58:00,Abandoned,2
CART001100,CUST00189,PROD0112,2024-10-06 20:40:00,Purchased,1
CART001101,CUST00378,PROD0171,2025-08-14 14:29:00,Abandoned,1
CART001102,CUST00495,PROD0066,2024-06-03 10:23:00,Active,2
CART001103,CUST00084,PROD0023,2025-07-21 14:55:00,Purchased,2
CART001104,CUST00045,PROD0139,2025-06-16 10:05:00,Abandoned,2
CART001105,CUST00260,PROD0131,2025-05-04 23:15:00,Active,1
CART001106,CUST00318,PROD0118,2024-12-07 14:40:00,Active,3
CART001107,CUST00150,PROD0028,2025-05-06 16:44:00,Abandoned,1
CART001108,CUST00252,PROD0029,2025-02-07 09:37:00,Purchased,3
CART001109,CUST00354,PROD0050,2025-08-14 06:19:00,Active,1
CART001110,CUST00202,PROD0112,2025-08-26 23:30:00,Abandoned,1
CART001111,CUST00345,PROD0068,2024-07-04 07:27:00,Abandoned,3
CART001112,CUST00285,PROD0135,2024-09-29 18:53:00,Abandoned,2
CART001113,CUST00409,PROD0087,2025-01-17 12:13:00,Abandoned,3
CART001114,CUST00423,PROD0093,2025-03-06 11:37:00,Abandoned,2
CART001115,CUST00012,PROD0119,2025-08-22 23:27:00,Abandoned,3
CART001116,CUST00412,PROD0031,2025-08-28 09:22:00,Abandoned,1
CART001117,CUST00106,PROD0128,2025-06-22 07:10:00,Abandoned,1
CART001118,CUST00457,PROD0173,2024-06-06 20:45:00,Abandoned,2
CART001119,CUST00477,PROD0014,2024-10-15 15:27:00,Abandoned,1
CART001120,CUST00156,PROD0135,2024-11-01 07:56:00,Abandoned,3
CART001121,CUST00497,PROD0066,2024-12-21 16:40:00,Abandoned,1
CART001122,CUST00279,PROD0068,2024-08-15 17:47:00,Abandoned,1
CART001123,CUST00045,PROD0170,2024-10-11 22:12:00,Active,1
CART001124,CUST00301,PROD0024,2024-07-01 23:10:00,Active,1
CART001125,CUST00286,PROD0018,2024-11-29 16:44:00,Abandoned,1
CART001126,CUST00260,PROD0133,2024-10-12 21:08:00,Abandoned,1
CART001127,CUST00392,PROD0173,2025-07-07 11:01:00,Active,1
CART001128,CUST00247,PROD0116,2025-06-27 22:17:00,Abandoned,2
CART001129,CUST00142,PROD0042,2024-11-07 21:08:00,Abandoned,1
CART001130,CUST00480,PROD0063,2024-08-24 11:23:00,Abandoned,2
CART001131,CUST00036,PROD0063,2024-11-23 12:55:00,Active,1
CART001132,CUST00148,PROD0112,2024-09-04 16:47:00,Abandoned,1
CART001133,CUST00189,PROD0166,2024-11-17 08:50:00,Abandoned,1
CART001134,CUST00286,PROD0031,2024-08-10 18:10:00,Abandoned,2
CART001135,CUST00129,PROD0128,2024-07-13 11:11:00,Purchased,2
CART001136,CUST00495,PROD0068,2024-12-20 17:00:00,Active,1
CART001137,CUST00448,PROD0004,2025-02-28 09:34:00,Purchased,1
CART001138,CUST00173,PROD0050,2024-09-29 17:46:00,Abandoned,2
CART001139,CUST00027,PROD0119,2024-10-18 18:10:00,Active,1
CART001140,CUST00243,PROD0168,2025-02-06 15:28:00,Purchased,2
CART001141,CUST00291,PROD0130,2024-11-22 23:26:00,Purchased,3
CART001142,CUST00241,PROD0118,2024-12-28 14:56:00,Purchased,1
CART001143,CUST00110,PROD0024,2025-04-08 06:05:00,Purchased,1
CART001144,CUST00175,PROD0173,2025-01-15 11:15:00,Abandoned,1
CART001145,CUST00395,PROD0063,2025-01-09 08:18:00,Abandoned,1
CART001146,CUST00113,PROD0031,2024-09-12 11:38:00,Purchased,1
CART001147,CUST00129,PROD0200,2024-11-13 06:38:00,Active,2
CART001148,CUST00262,PROD0128,2024-08-09 19:25:00,Purchased,1
CART001149,CUST00244,PROD0166,2024-06-19 20:02:00,Purchased,1
CART001150,CUST00021,PROD0095,2025-02-13 19:25:00,Purchased,2
CART001151,CUST00055,PROD0046,2024-12-03 14:58:00,Abandoned,3
CART001152,CUST00161,PROD0085,2024-11-22 07:37:00,Abandoned,1
CART001153,CUST00382,PROD0063,2025-03-30 19:12:00,Purchased,1
CART001154,CUST00294,PROD0024,2025-07-06 08:30:00,Abandoned,1
CART001155,CUST00330,PROD0150,2025-01-04 07:01:00,Active,1
CART001156,CUST00494,PROD0064,2025-08-01 13:39:00,Purchased,1
CART001157,CUST00175,PROD0034,2024-06-01 07:47:00,Active,1
CART001158,CUST00036,PROD0194,2025-05-04 08:36:00,Purchased,1
CART001159,CUST00106,PROD0128,2024-11-12 13:23:00,Active,2
CART001160,CUST00243,PROD0121,2025-01-27 12:34:00,Abandoned,1
CART001161,CUST00109,PROD0068,2024-06-22 11:08:00,Purchased,1
CART001162,CUST00217,PROD0135,2024-09-08 15:53:00,Abandoned,1
CART001163,CUST00085,PROD0119,2025-06-18 08:05:00,Abandoned,2
CART001164,CUST00476,PROD0190,2025-05-10 13:24:00,Purchased,1
CART001165,CUST00105,PROD0095,2025-08-28 07:26:00,Purchased,1
CART001166,CUST00095,PROD0177,2024-11-09 22:09:00,Abandoned,1
CART001167,CUST00388,PROD0166,2025-06-07 21:42:00,Purchased,2
CART001168,CUST00329,PROD0079,2025-03-08 16:25:00,Abandoned,2
CART001169,CUST00159,PROD0066,2024-10-28 18:07:00,Active,1
CART001170,CUST00021,PROD0139,2024-07-30 19:53:00,Purchased,1
CART001171,CUST00095,PROD0119,2024-10-12 21:27:00,Purchased,1
CART001172,CUST00467,PROD0166,2025-06-20 18:18:00,Purchased,1
CART001173,CUST00435,PROD0139,2025-08-03 22:45:00,Abandoned,1
CART001174,CUST00013,PROD0047,2025-07-23 06:00:00,Abandoned,1
CART001175,CUST00199,PROD0112,2025-06-10 16:14:00,Abandoned,3
CART001176,CUST00356,PROD0135,2024-10-22 11:12:00,Abandoned,1
CART001177,CUST00446,PROD0142,2025-03-18 19:05:00,Abandoned,1
CART001178,CUST00017,PROD0031,2025-01-21 19:42:00,Purchased,1
CART001179,CUST00475,PROD0129,2024-10-15 13:43:00,Purchased,1
CART001180,CUST00426,PROD0095,2025-02-28 12:55:00,Purchased,1
CART001181,CUST00046,PROD0024,2024-11-06 19:07:00,Purchased,1
CART001182,CUST00331,PROD0121,2025-08-13 14:18:00,Active,2
CART001183,CUST00239,PROD0112,2025-03-12 08:27:00,Abandoned,1
CART001184,CUST00500,PROD0113,2025-07-15 10:12:00,Active,3
CART001185,CUST00279,PROD0031,2025-01-17 09:24:00,Abandoned,1
CART001186,CUST00389,PROD0021,2024-12-01 14:57:00,Abandoned,3
CART001187,CUST00496,PROD0047,2025-06-28 09:58:00,Active,1
CART001188,CUST00419,PROD0064,2025-08-07 12:29:00,Purchased,1
CART001189,CUST00182,PROD0064,2024-09-26 20:30:00,Abandoned,1
CART001190,CUST00449,PROD0135,2025-06-12 18:33:00,Abandoned,2
CART001191,CUST00494,PROD0135,2024-09-11 21:26:00,Active,2
CART001192,CUST00146,PROD0200,2024-11-06 07:27:00,Active,1
CART001193,CUST00113,PROD0123,2024-07-18 12:50:00,Abandoned,3
CART001194,CUST00136,PROD0066,2024-06-20 15:11:00,Abandoned,1
CART001195,CUST00195,PROD0068,2024-10-09 07:52:00,Abandoned,1
CART001196,CUST00138,PROD0139,2024-11-23 19:51:00,Purchased,1
CART001197,CUST00138,PROD0118,2024-10-17 21:20:00,Abandoned,1
CART001198,CUST00495,PROD0017,2024-08-17 09:32:00,Abandoned,1
CART001199,CUST00209,PROD0018,2024-12-07 20:01:00,Purchased,3
CART001200,CUST00006,PROD0068,2025-05-04 21:39:00,Abandoned,1
CART001201,CUST00030,PROD0121,2024-06-05 12:11:00,Abandoned,2
CART001202,CUST00027,PROD0114,2025-04-21 11:02:00,Purchased,1
CART001203,CUST00045,PROD0047,2025-06-21 15:35:00,Purchased,2
CART001204,CUST00095,PROD0132,2025-04-02 20:19:00,Abandoned,3
CART001205,CUST00177,PROD0166,2024-11-25 14:04:00,Active,2
CART001206,CUST00039,PROD0047,2025-06-19 21:10:00,Purchased,2
CART001207,CUST00138,PROD0119,2024-11-08 14:22:00,Abandoned,1
CART001208,CUST00012,PROD0024,2025-01-26 16:50:00,Purchased,1
CART001209,CUST00059,PROD0176,2024-07-23 22:52:00,Abandoned,1
CART001210,CUST00448,PROD0043,2024-09-14 14:28:00,Abandoned,1
CART001211,CUST00243,PROD0114,2025-01-10 06:10:00,Abandoned,3
CART001212,CUST00021,PROD0135,2024-09-24 15:49:00,Abandoned,1
CART001213,CUST00038,PROD0093,2025-05-30 17:47:00,Purchased,1
CART001214,CUST00129,PROD0068,2024-07-15 18:53:00,Active,2
CART001215,CUST00388,PROD0166,2025-01-22 10:26:00,Abandoned,1
CART001216,CUST00126,PROD0121,2024-11-25 07:17:00,Active,3
CART001217,CUST00491,PROD0171,2024-11-02 20:11:00,Purchased,1
CART001218,CUST00427,PROD0133,2025-03-30 22:27:00,Active,1
CART001219,CUST00413,PROD0119,2024-11-26 14:04:00,Abandoned,2
CART001220,CUST00179,PROD0121,2024-12-01 06:00:00,Abandoned,1
CART001221,CUST00018,PROD0095,2025-01-11 16:14:00,Abandoned,1
CART001222,CUST00424,PROD0066,2025-07-04 16:40:00,Abandoned,1
CART001223,CUST00344,PROD0027,2024-09-05 21:47:00,Abandoned,2
CART001224,CUST00007,PROD0190,2024-08-30 11:05:00,Abandoned,2
CART001225,CUST00246,PROD0119,2024-07-07 14:15:00,Abandoned,1
CART001226,CUST00070,PROD0114,2025-01-08 06:53:00,Purchased,2
CART001227,CUST00443,PROD0099,2024-09-25 13:30:00,Abandoned,1
CART001228,CUST00424,PROD0035,2025-02-12 08:16:00,Active,1
CART001229,CUST00118,PROD0119,2024-11-28 19:03:00,Abandoned,1
CART001230,CUST00323,PROD0054,2024-10-11 21:54:00,Abandoned,1
CART001231,CUST00255,PROD0004,2025-03-10 19:47:00,Purchased,1
CART001232,CUST00030,PROD0135,2024-12-27 15:14:00,Abandoned,1
CART001233,CUST00269,PROD0119,2025-07-19 22:58:00,Abandoned,2
CART001234,CUST00138,PROD0031,2025-06-20 14:17:00,Purchased,2
CART001235,CUST00082,PROD0024,2025-04-04 20:03:00,Abandoned,2
CART001236,CUST00084,PROD0128,2024-10-11 18:05:00,Abandoned,1
CART001237,CUST00146,PROD0113,2025-05-30 20:53:00,Abandoned,1
CART001238,CUST00138,PROD0166,2024-06-24 17:56:00,Abandoned,2
CART001239,CUST00387,PROD0063,2024-09-04 14:57:00,Abandoned,2
CART001240,CUST00268,PROD0020,2025-07-07 20:08:00,Active,1
CART001241,CUST00153,PROD0121,2025-03-04 18:48:00,Purchased,1
CART001242,CUST00059,PROD0118,2025-02-11 18:35:00,Purchased,2
CART001243,CUST00229,PROD0121,2024-06-24 17:42:00,Abandoned,2
CART001244,CUST00147,PROD0121,2025-07-18 08:33:00,Abandoned,2
CART001245,CUST00310,PROD0131,2025-07-20 22:47:00,Abandoned,2
CART001246,CUST00293,PROD0124,2024-08-04 07:03:00,Purchased,1
CART001247,CUST00138,PROD0087,2025-03-05 20:30:00,Active,1
CART001248,CUST00008,PROD0078,2024-10-22 11:36:00,Purchased,1
CART001249,CUST00466,PROD0131,2024-10-24 06:49:00,Abandoned,1
CART001250,CUST00299,PROD0122,2024-12-09 15:21:00,Purchased,1
CART001251,CUST00013,PROD0063,2024-11-28 20:41:00,Abandoned,2
CART001252,CUST00428,PROD0083,2025-05-25 18:01:00,Abandoned,3
CART001253,CUST00353,PROD0133,2025-07-15 13:23:00,Abandoned,1
CART001254,CUST00006,PROD0195,2024-12-13 19:02:00,Abandoned,2
CART001255,CUST00400,PROD0078,2025-01-04 07:14:00,Active,1
CART001256,CUST00105,PROD0031,2025-01-05 13:28:00,Abandoned,1
CART001257,CUST00154,PROD0047,2025-04-01 19:37:00,Abandoned,2
CART001258,CUST00278,PROD0081,2025-08-30 13:13:00,Purchased,1
CART001259,CUST00138,PROD0064,2024-11-01 18:30:00,Abandoned,1
CART001260,CUST00126,PROD0063,2024-12-20 20:42:00,Purchased,1
CART001261,CUST00311,PROD0112,2024-08-26 06:52:00,Abandoned,2
CART001262,CUST00222,PROD0039,2024-08-16 21:44:00,Purchased,2
CART001263,CUST00347,PROD0112,2024-10-18 23:59:00,Purchased,1
CART001264,CUST00309,PROD0166,2025-01-10 11:47:00,Purchased,1
CART001265,CUST00018,PROD0047,2025-02-26 19:26:00,Abandoned,1
CART001266,CUST00228,PROD0130,2024-10-19 14:49:00,Purchased,1
CART001267,CUST00279,PROD0088,2025-07-09 06:49:00,Abandoned,1
CART001268,CUST00162,PROD0150,2025-04-20 20:32:00,Abandoned,2
CART001269,CUST00311,PROD0070,2024-10-30 22:27:00,Abandoned,1
CART001270,CUST00054,PROD0161,2024-11-05 12:32:00,Active,1
CART001271,CUST00239,PROD0113,2025-04-20 16:43:00,Abandoned,1
CART001272,CUST00120,PROD0024,2025-06-15 07:24:00,Abandoned,2
CART001273,CUST00074,PROD0066,2024-10-12 12:36:00,Abandoned,3
CART001274,CUST00100,PROD0046,2024-08-25 12:19:00,Active,2
CART001275,CUST00447,PROD0076,2024-07-29 11:44:00,Abandoned,1
CART001276,CUST00101,PROD0024,2025-07-05 22:48:00,Abandoned,2
CART001277,CUST00493,PROD0102,2024-10-15 18:01:00,Active,2
CART001278,CUST00085,PROD0060,2024-10-04 16:51:00,Abandoned,3
CART001279,CUST00356,PROD0031,2024-07-10 16:54:00,Purchased,2
CART001280,CUST00396,PROD0128,2024-09-02 15:36:00,Purchased,1
CART001281,CUST00291,PROD0173,2024-08-17 10:53:00,Purchased,1
CART001282,CUST00072,PROD0092,2024-09-05 20:03:00,Abandoned,2
CART001283,CUST00121,PROD0084,2024-11-15 23:27:00,Active,2
CART001284,CUST00372,PROD0024,2024-06-29 08:34:00,Abandoned,1
CART001285,CUST00199,PROD0064,2025-05-23 20:01:00,Abandoned,1
CART001286,CUST00492,PROD0009,2024-07-21 18:13:00,Purchased,1
CART001287,CUST00244,PROD0050,2025-04-19 07:48:00,Purchased,1
CART001288,CUST00017,PROD0166,2025-07-29 18:48:00,Purchased,1
CART001289,CUST00396,PROD0031,2024-10-08 06:30:00,Purchased,1
CART001290,CUST00487,PROD0112,2024-06-04 11:49:00,Abandoned,1
CART001291,CUST00005,PROD0057,2024-11-28 08:43:00,Abandoned,1
CART001292,CUST00015,PROD0031,2025-01-08 23:59:00,Purchased,1
CART001293,CUST00188,PROD0133,2024-08-14 21:07:00,Abandoned,1
CART001294,CUST00416,PROD0066,2024-11-22 10:26:00,Active,3
CART001295,CUST00197,PROD0002,2025-07-27 16:56:00,Active,1
CART001296,CUST00326,PROD0066,2024-12-03 12:49:00,Purchased,1
CART001297,CUST00189,PROD0137,2025-07-24 20:05:00,Abandoned,1
CART001298,CUST00395,PROD0031,2024-07-05 06:34:00,Abandoned,3
CART001299,CUST00232,PROD0039,2025-01-16 15:39:00,Abandoned,1
CART001300,CUST00218,PROD0120,2025-06-27 11:25:00,Abandoned,1
CART001301,CUST00103,PROD0029,2024-07-12 15:10:00,Purchased,3
CART001302,CUST00470,PROD0135,2025-02-22 12:45:00,Active,2
CART001303,CUST00023,PROD0031,2024-10-21 23:43:00,Active,2
CART001304,CUST00222,PROD0112,2024-09-22 13:56:00,Purchased,1
CART001305,CUST00447,PROD0066,2025-02-07 13:20:00,Abandoned,1
CART001306,CUST00392,PROD0102,2024-10-27 06:07:00,Abandoned,1
CART001307,CUST00039,PROD0166,2025-08-06 17:49:00,Abandoned,1
CART001308,CUST00105,PROD0127,2024-11-27 19:28:00,Purchased,1
CART001309,CUST00017,PROD0166,2025-05-25 18:38:00,Purchased,2
CART001310,CUST00205,PROD0135,2025-01-20 08:39:00,Abandoned,1
CART001311,CUST00422,PROD0200,2025-07-10 23:28:00,Purchased,2
CART001312,CUST00370,PROD0121,2025-06-21 06:23:00,Abandoned,1
CART001313,CUST00086,PROD0135,2025-07-19 22:10:00,Abandoned,1
CART001314,CUST00386,PROD0064,2025-07-29 13:35:00,Abandoned,1
CART001315,CUST00276,PROD0139,2025-06-03 14:42:00,Abandoned,2
CART001316,CUST00451,PROD0023,2024-07-23 07:44:00,Purchased,2
CART001317,CUST00477,PROD0066,2024-06-04 08:29:00,Active,1
CART001318,CUST00173,PROD0135,2024-06-21 23:07:00,Abandoned,1
CART001319,CUST00448,PROD0040,2025-05-03 21:32:00,Purchased,1
CART001320,CUST00326,PROD0024,2024-10-13 18:40:00,Abandoned,1
CART001321,CUST00428,PROD0119,2024-06-20 14:42:00,Purchased,2
CART001322,CUST00021,PROD0173,2024-09-12 09:21:00,Abandoned,1
CART001323,CUST00029,PROD0119,2024-12-15 22:37:00,Active,1
CART001324,CUST00017,PROD0166,2025-05-29 07:06:00,Abandoned,1
CART001325,CUST00277,PROD0129,2024-08-02 14:56:00,Active,3
CART001326,CUST00133,PROD0122,2025-01-31 10:57:00,Abandoned,1
CART001327,CUST00443,PROD0066,2025-04-26 22:05:00,Abandoned,1
CART001328,CUST00029,PROD0084,2025-06-14 06:12:00,Abandoned,1
CART001329,CUST00228,PROD0111,2025-02-06 07:07:00,Abandoned,2
CART001330,CUST00081,PROD0112,2024-11-19 07:59:00,Abandoned,1
CART001331,CUST00458,PROD0004,2024-07-23 10:26:00,Abandoned,2
CART001332,CUST00126,PROD0132,2025-06-11 15:02:00,Abandoned,1
CART001333,CUST00092,PROD0035,2024-09-05 07:13:00,Purchased,1
CART001334,CUST00438,PROD0136,2024-06-01 22:40:00,Abandoned,2
CART001335,CUST00031,PROD0121,2024-08-06 07:33:00,Abandoned,1
CART001336,CUST00374,PROD0099,2025-01-28 08:29:00,Purchased,1
CART001337,CUST00027,PROD0133,2025-06-06 18:09:00,Abandoned,1
CART001338,CUST00172,PROD0118,2025-01-30 11:38:00,Abandoned,1
